Rank,Title,Score,Episodes,Airing,Link
5753,Lupin III: Green vs. Red,6.62,OVA (1 eps),Apr 2008 - Apr 2008,https://myanimelist.net/anime/4320/Lupin_III__Green_vs_Red
5754,Mahouka Koukou no Yuutousei,6.62,TV (13 eps),Jul 2021 - Sep 2021,https://myanimelist.net/anime/45572/Mahouka_Koukou_no_Yuutousei
5755,Mamotte! Lollipop,6.62,TV (13 eps),Jul 2006 - Sep 2006,https://myanimelist.net/anime/1509/Mamotte_Lollipop
5756,Maze☆Bakunetsu Jikuu (TV),6.62,TV (25 eps),Apr 1997 - Sep 1997,https://myanimelist.net/anime/1161/Maze☆Bakunetsu_Jikuu_TV
5757,Milabo,6.62,Music (1 eps),Jul 2020 - Jul 2020,https://myanimelist.net/anime/44254/Milabo
5758,Min Diao Ju Yi Wen Lu,6.62,ONA (12 eps),Aug 2020 - Oct 2020,https://myanimelist.net/anime/41917/Min_Diao_Ju_Yi_Wen_Lu
5759,MM! Specials,6.62,Special (9 eps),Dec 2010 - May 2011,https://myanimelist.net/anime/9581/MM_Specials
5760,Monster Strike the Movie: Lucifer - Zetsubou no Yoake,6.62,Movie (1 eps),Nov 2020 - Nov 2020,https://myanimelist.net/anime/41519/Monster_Strike_the_Movie__Lucifer_-_Zetsubou_no_Yoake
5761,Nyanko Days,6.62,TV (12 eps),Jan 2017 - Mar 2017,https://myanimelist.net/anime/34148/Nyanko_Days
5762,Overlord: Ple Ple Pleiades - Clementine Toubou-hen,6.62,ONA (3 eps),Nov 2018 - Nov 2018,https://myanimelist.net/anime/38693/Overlord__Ple_Ple_Pleiades_-_Clementine_Toubou-hen
5763,Persona 4 the Golden Animation,6.62,TV (12 eps),Jul 2014 - Sep 2014,https://myanimelist.net/anime/24075/Persona_4_the_Golden_Animation
5764,Pokemon Best Wishes! Season 2: Decolora Adventure - Dent to Takeshi! Gyarados no Gekirin!!,6.62,Special (1 eps),Oct 2013 - Oct 2013,https://myanimelist.net/anime/20743/Pokemon_Best_Wishes_Season_2__Decolora_Adventure_-_Dent_to_Takeshi_Gyarados_no_Gekirin
5765,Ray The Animation,6.62,TV (13 eps),Apr 2006 - Jun 2006,https://myanimelist.net/anime/919/Ray_The_Animation
5766,Seireitsukai no Blade Dance Specials,6.62,Special (6 eps),Oct 2014 - Mar 2015,https://myanimelist.net/anime/25285/Seireitsukai_no_Blade_Dance_Specials
5767,Shamanic Princess,6.62,OVA (6 eps),Jun 1996 - Jun 1998,https://myanimelist.net/anime/1182/Shamanic_Princess
5768,Skull Man,6.62,TV (13 eps),Apr 2007 - Jul 2007,https://myanimelist.net/anime/2161/Skull_Man
5769,Super Robot Taisen OG The Animation,6.62,OVA (3 eps),May 2005 - Dec 2005,https://myanimelist.net/anime/1544/Super_Robot_Taisen_OG_The_Animation
5770,Sword Art Online II: Debriefing,6.62,Special (1 eps),Oct 2014 - Oct 2014,https://myanimelist.net/anime/27891/Sword_Art_Online_II__Debriefing
5771,Teekyuu 7,6.62,TV (12 eps),Jan 2016 - Mar 2016,https://myanimelist.net/anime/32228/Teekyuu_7
5772,Tekken: Blood Vengeance,6.62,Movie (1 eps),Jul 2011 - Jul 2011,https://myanimelist.net/anime/10702/Tekken__Blood_Vengeance
5773,Telepathy Shoujo Ran,6.62,TV (26 eps),Jun 2008 - Dec 2008,https://myanimelist.net/anime/3668/Telepathy_Shoujo_Ran
5774,Tenshi no 3P!,6.62,TV (12 eps),Jul 2017 - Sep 2017,https://myanimelist.net/anime/34177/Tenshi_no_3P
5775,The Kabocha Wine,6.62,TV (95 eps),Jul 1982 - Aug 1984,https://myanimelist.net/anime/3159/The_Kabocha_Wine
5776,Tokyo One Piece Tower: Tongari Shima no Dai Hihou,6.62,Movie (1 eps),Nov 2016 - Nov 2016,https://myanimelist.net/anime/38419/Tokyo_One_Piece_Tower__Tongari_Shima_no_Dai_Hihou
5777,Toriko: Barbarian Ivy wo Hokaku Seyo!,6.62,Special (1 eps),Oct 2010 - Oct 2010,https://myanimelist.net/anime/11787/Toriko__Barbarian_Ivy_wo_Hokaku_Seyo
5778,Tsukuyomi: Moon Phase Special,6.62,Special (1 eps),Feb 2006 - Feb 2006,https://myanimelist.net/anime/2580/Tsukuyomi__Moon_Phase_Special
5779,Yoku Wakaru Gendai Mahou: Cruncha Cruncha Cruncha,6.62,Special (1 eps),Jun 2009 - Jun 2009,https://myanimelist.net/anime/6748/Yoku_Wakaru_Gendai_Mahou__Cruncha_Cruncha_Cruncha
5780,Zhen Wu Dianfeng,6.62,ONA (40 eps),Dec 2021 - May 2022,https://myanimelist.net/anime/50647/Zhen_Wu_Dianfeng
5781,Mado wo Akete,6.61,Music (1 eps),Jun 2021 - Jun 2021,https://myanimelist.net/anime/51605/Mado_wo_Akete
5782,Mahou Sensei Negima!: Introduction Film,6.61,OVA (3 eps),Aug 2004 - Mar 2005,https://myanimelist.net/anime/3948/Mahou_Sensei_Negima__Introduction_Film
5783,Majokko Tsukune-chan,6.61,OVA (6 eps),Aug 2005 - Jan 2006,https://myanimelist.net/anime/2457/Majokko_Tsukune-chan
5784,Mars Red,6.61,TV (13 eps),Apr 2021 - Jun 2021,https://myanimelist.net/anime/41265/Mars_Red
5785,Mirai Shounen Conan: Kyodaiki Gigant no Fukkatsu,6.61,Movie (1 eps),Mar 1984 - Mar 1984,https://myanimelist.net/anime/2614/Mirai_Shounen_Conan__Kyodaiki_Gigant_no_Fukkatsu
5786,Mouryou no Hako: Chuuzenji Atsuko no Jikenbo - Hako no Yurei no Koto,6.61,Special (1 eps),May 2009 - May 2009,https://myanimelist.net/anime/6736/Mouryou_no_Hako__Chuuzenji_Atsuko_no_Jikenbo_-_Hako_no_Yurei_no_Koto
5787,Nagareboshi Lens,6.61,OVA (1 eps),Mar 2012 - Mar 2012,https://myanimelist.net/anime/13833/Nagareboshi_Lens
5788,Porte,6.61,Music (2 eps),Jul 2019 - Aug 2019,https://myanimelist.net/anime/40152/Porte
5789,Qin Shi Mingyue: Ye Jin Tianming,6.61,TV (18 eps),Jul 2008 - Aug 2008,https://myanimelist.net/anime/11841/Qin_Shi_Mingyue__Ye_Jin_Tianming
5790,Rokujouma no Shinryakusha!? PV,6.61,Special (1 eps),Jun 2010 - Jun 2010,https://myanimelist.net/anime/26019/Rokujouma_no_Shinryakusha_PV
5791,Sekai Meisaku Douwa: Hakuchou no Ouji,6.61,Movie (1 eps),Mar 1977 - Mar 1977,https://myanimelist.net/anime/3847/Sekai_Meisaku_Douwa__Hakuchou_no_Ouji
5792,Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,6.61,Special (8 eps),Jan 2006 - Aug 2006,https://myanimelist.net/anime/6330/Shakugan_no_Shana__Friagne___Marianne_no_Naze_Nani_Shana_Nandemo_Shitsumonbako
5793,Shingeki no Kyojin Picture Drama,6.61,Special (9 eps),Jul 2013 - Mar 2014,https://myanimelist.net/anime/19391/Shingeki_no_Kyojin_Picture_Drama
5794,Sky Girls OVA,6.61,OVA (1 eps),Aug 2006 - Aug 2006,https://myanimelist.net/anime/1480/Sky_Girls_OVA
5795,Teekyuu 8,6.61,TV (12 eps),Oct 2016 - Dec 2016,https://myanimelist.net/anime/33811/Teekyuu_8
5796,The King of Fighters XV,6.61,ONA (1 eps),Feb 2022 - Feb 2022,https://myanimelist.net/anime/48582/The_King_of_Fighters_XV
5797,Tide-Line Blue: Kyoudai,6.61,Special (1 eps),Apr 2006 - Apr 2006,https://myanimelist.net/anime/1001/Tide-Line_Blue__Kyoudai
5798,Toji no Miko: Kizamishi Issen no Tomoshibi OVA,6.61,OVA (2 eps),Oct 2020 - Nov 2020,https://myanimelist.net/anime/40901/Toji_no_Miko__Kizamishi_Issen_no_Tomoshibi_OVA
5799,Usavich IV,6.61,TV (13 eps),Apr 2011 - Sep 2011,https://myanimelist.net/anime/10513/Usavich_IV
5800,Wo Kai Dongwuyuan Naxie Nian,6.61,ONA (13 eps),Apr 2020 - Jun 2020,https://myanimelist.net/anime/40208/Wo_Kai_Dongwuyuan_Naxie_Nian
5801,Yamato yo Towa ni,6.61,Movie (1 eps),Aug 1980 - Aug 1980,https://myanimelist.net/anime/3069/Yamato_yo_Towa_ni
5802,Youjo Senki: Senkyou Houkoku,6.61,Special (1 eps),Feb 2017 - Feb 2017,https://myanimelist.net/anime/34904/Youjo_Senki__Senkyou_Houkoku
5803,Ys: Tenkuu no Shinden - Adol Christine no Bouken,6.61,OVA (4 eps),Dec 1992 - Jul 1993,https://myanimelist.net/anime/1277/Ys__Tenkuu_no_Shinden_-_Adol_Christine_no_Bouken
5804,Zenonzard The Animation Episode 0,6.61,ONA (1 eps),Sep 2019 - Sep 2019,https://myanimelist.net/anime/40394/Zenonzard_The_Animation_Episode_0
5805,"Uchuu Senkan Yamato" to Iu Jidai: Seireki 2202-nen no Sentaku,6.61,Movie (1 eps),Jun 2021 - Jun 2021,https://myanimelist.net/anime/40554/Uchuu_Senkan_Yamato_to_Iu_Jidai__Seireki_2202-nen_no_Sentaku
5806,8-gatsu no Symphony: Shibuya 2002-2003,6.61,Movie (1 eps),Aug 2009 - Aug 2009,https://myanimelist.net/anime/6670/8-gatsu_no_Symphony__Shibuya_2002-2003
5807,Akai Koudan Zillion,6.61,TV (31 eps),Apr 1987 - Dec 1987,https://myanimelist.net/anime/2688/Akai_Koudan_Zillion
5808,Akuma no Riddle,6.61,TV (12 eps),Apr 2014 - Jun 2014,https://myanimelist.net/anime/19429/Akuma_no_Riddle
5809,Aldnoah.Zero Extra Archives,6.61,Special (1 eps),Jan 2015 - Jan 2015,https://myanimelist.net/anime/29223/AldnoahZero_Extra_Archives
5810,Alps no Shoujo Heidi: Alm no Yama-hen,6.61,Movie (1 eps),Aug 1996 - Aug 1996,https://myanimelist.net/anime/9548/Alps_no_Shoujo_Heidi__Alm_no_Yama-hen
5811,Cooking Papa,6.61,TV (151 eps),Apr 1992 - May 1995,https://myanimelist.net/anime/8123/Cooking_Papa
5812,Dagashi Kashi,6.61,TV (12 eps),Jan 2016 - Apr 2016,https://myanimelist.net/anime/31636/Dagashi_Kashi
5813,Devilman Lady,6.61,TV (26 eps),Oct 1998 - May 1999,https://myanimelist.net/anime/1629/Devilman_Lady
5814,Di Gi Charat Natsuyasumi Special,6.61,Special (4 eps),Aug 2001 - Aug 2001,https://myanimelist.net/anime/1756/Di_Gi_Charat_Natsuyasumi_Special
5815,Di Gi Charat: Hoshi no Tabi,6.61,Movie (1 eps),Dec 2001 - Dec 2001,https://myanimelist.net/anime/1752/Di_Gi_Charat__Hoshi_no_Tabi
5816,Dilemma,6.61,Music (1 eps),Mar 2022 - Mar 2022,https://myanimelist.net/anime/51561/Dilemma
5817,Dirty Pair Flash,6.61,OVA (6 eps),Jan 1994 - Jun 1994,https://myanimelist.net/anime/1802/Dirty_Pair_Flash
5818,Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,6.61,OVA (1 eps),Nov 2010 - Nov 2010,https://myanimelist.net/anime/10017/Dragon_Ball__Super_Saiya-jin_Zetsumetsu_Keikaku
5819,Dragonaut: The Resonance,6.61,TV (25 eps),Oct 2007 - Mar 2008,https://myanimelist.net/anime/2795/Dragonaut__The_Resonance
5820,E's Otherwise,6.61,TV (26 eps),Apr 2003 - Sep 2003,https://myanimelist.net/anime/236/Es_Otherwise
5821,Granblue Fantasy The Animation: Kabocha no Lantern,6.61,Special (1 eps),Nov 2017 - Nov 2017,https://myanimelist.net/anime/35814/Granblue_Fantasy_The_Animation__Kabocha_no_Lantern
5822,Green Legend Ran,6.61,OVA (3 eps),Nov 1992 - Mar 1993,https://myanimelist.net/anime/1169/Green_Legend_Ran
5823,Gregory Horror Show: The Second Guest,6.61,TV (25 eps),Apr 2000 - Oct 2000,https://myanimelist.net/anime/12481/Gregory_Horror_Show__The_Second_Guest
5824,Happy☆Lesson,6.61,OVA (5 eps),Jul 2001 - May 2003,https://myanimelist.net/anime/259/Happy☆Lesson
5825,Hitogata,6.61,Music (1 eps),Feb 2019 - Feb 2019,https://myanimelist.net/anime/39831/Hitogata
5826,Hyakka Ryouran: Samurai Girls Specials,6.61,Special (6 eps),Nov 2010 - Apr 2011,https://myanimelist.net/anime/9362/Hyakka_Ryouran__Samurai_Girls_Specials
5827,Jungle Taitei,6.61,TV (52 eps),Oct 1965 - Sep 1966,https://myanimelist.net/anime/1572/Jungle_Taitei
5828,Kenja no Mago,6.61,TV (12 eps),Apr 2019 - Jun 2019,https://myanimelist.net/anime/36407/Kenja_no_Mago
5829,Kimi ni Maji Kyun!,6.61,OVA (1 eps),May 2016 - May 2016,https://myanimelist.net/anime/32202/Kimi_ni_Maji_Kyun
5830,Kinnikuman II Sei: Muscle Ninjin Soudatsu sen! Choujin Daisensou,6.61,Movie (1 eps),Jul 2002 - Jul 2002,https://myanimelist.net/anime/12279/Kinnikuman_II_Sei__Muscle_Ninjin_Soudatsu_sen_Choujin_Daisensou
5831,Kujira no Chouyaku,6.61,Movie (1 eps),Nov 1998 - Nov 1998,https://myanimelist.net/anime/1204/Kujira_no_Chouyaku
5832,Kyou no Asuka Show,6.61,ONA (20 eps),Aug 2012 - Jan 2013,https://myanimelist.net/anime/15005/Kyou_no_Asuka_Show
5833,Lucky☆Orb feat. Hatsune Miku,6.61,Music (1 eps),May 2019 - May 2019,https://myanimelist.net/anime/40172/Lucky☆Orb_feat_Hatsune_Miku
5834,3 Choume no Tama: Uchi no Tama Shirimasen ka?,6.60,TV (36 eps),Nov 1988 - Sep 1994,https://myanimelist.net/anime/2467/3_Choume_no_Tama__Uchi_no_Tama_Shirimasen_ka
5835,Aikatsu!: Dai Starmiya Ichigo Matsuri Zenyasai!!,6.60,Special (1 eps),Nov 2014 - Nov 2014,https://myanimelist.net/anime/28723/Aikatsu__Dai_Starmiya_Ichigo_Matsuri_Zenyasai
5836,Arifureta Shokugyou de Sekai Saikyou: Prologue,6.60,ONA (1 eps),Mar 2020 - Mar 2020,https://myanimelist.net/anime/46971/Arifureta_Shokugyou_de_Sekai_Saikyou__Prologue
5837,Asobi ni Iku yo!,6.60,TV (12 eps),Jul 2010 - Sep 2010,https://myanimelist.net/anime/6166/Asobi_ni_Iku_yo
5838,Asobot Senki Gokuu,6.60,TV (52 eps),Oct 2002 - Sep 2003,https://myanimelist.net/anime/3193/Asobot_Senki_Gokuu
5839,B-Project: Kodou*Ambitious,6.60,TV (12 eps),Jul 2016 - Sep 2016,https://myanimelist.net/anime/33046/B-Project__KodouAmbitious
5840,Baki: Most Evil Death Row Convicts Special Anime,6.60,OVA (1 eps),Dec 2016 - Dec 2016,https://myanimelist.net/anime/33566/Baki__Most_Evil_Death_Row_Convicts_Special_Anime
5841,Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,6.60,Movie (1 eps),Aug 2002 - Aug 2002,https://myanimelist.net/anime/1670/Bakuten_Shoot_Beyblade_the_Movie__Gekitou_Takao_vs_Daichi
5842,Beyblade Burst Sparking,6.60,ONA (52 eps),Apr 2020 - Mar 2021,https://myanimelist.net/anime/41439/Beyblade_Burst_Sparking
5843,Break Blade Movie Picture Drama,6.60,Special (6 eps),Jul 2010 - Jul 2011,https://myanimelist.net/anime/8648/Break_Blade_Movie_Picture_Drama
5844,C³,6.60,TV (12 eps),Oct 2011 - Dec 2011,https://myanimelist.net/anime/10578/C³
5845,Crusher Joe OVA,6.60,OVA (2 eps),Feb 1989 - Jun 1989,https://myanimelist.net/anime/2696/Crusher_Joe_OVA
5846,Da Nao Tiangong,6.60,Movie (1 eps),1964 - 1964,https://myanimelist.net/anime/6855/Da_Nao_Tiangong
5847,Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,6.60,Movie (1 eps),Mar 1990 - Mar 1990,https://myanimelist.net/anime/895/Dragon_Ball_Z_Movie_02__Kono_Yo_de_Ichiban_Tsuyoi_Yatsu
5848,Element Hunters,6.60,TV (39 eps),Jul 2009 - Mar 2010,https://myanimelist.net/anime/5945/Element_Hunters
5849,Ensemble Stars!! 5th Anniversary Animation PV,6.60,Special (1 eps),Apr 2021 - Apr 2021,https://myanimelist.net/anime/49060/Ensemble_Stars_5th_Anniversary_Animation_PV
5850,eX-Driver the Movie,6.60,Movie (1 eps),Apr 2002 - Apr 2002,https://myanimelist.net/anime/378/eX-Driver_the_Movie
5851,Fate/strange Fake,6.60,ONA (1 eps),Dec 2019 - Dec 2019,https://myanimelist.net/anime/40982/Fate_strange_Fake
5852,Genji Tsuushin Agedama,6.60,TV (51 eps),Oct 1991 - Sep 1992,https://myanimelist.net/anime/8215/Genji_Tsuushin_Agedama
5853,Girls & Panzer Heartful Tank Disc Picture Drama,6.60,Special (4 eps),Sep 2013 - Sep 2013,https://myanimelist.net/anime/23137/Girls___Panzer_Heartful_Tank_Disc_Picture_Drama
5854,Gokukoku no Brynhildr: Kara Sawagi,6.60,Special (1 eps),Sep 2014 - Sep 2014,https://myanimelist.net/anime/24695/Gokukoku_no_Brynhildr__Kara_Sawagi
5855,GS Mikami: Gokuraku Daisakusen!!,6.60,Movie (1 eps),Aug 1994 - Aug 1994,https://myanimelist.net/anime/3037/GS_Mikami__Gokuraku_Daisakusen
5856,Gundam: G no Reconguista Movie III - Uchuu kara no Isan,6.60,Movie (1 eps),Jul 2021 - Jul 2021,https://myanimelist.net/anime/43204/Gundam__G_no_Reconguista_Movie_III_-_Uchuu_kara_no_Isan
5857,Hakuouki: Otogisoushi,6.60,TV (12 eps),Apr 2016 - Jun 2016,https://myanimelist.net/anime/32011/Hakuouki__Otogisoushi
5858,Kakutou Bijin Wulong,6.60,TV (25 eps),Oct 2005 - Mar 2006,https://myanimelist.net/anime/913/Kakutou_Bijin_Wulong
5859,Koukyoushihen Eureka Seven: New Order,6.60,Special (1 eps),Apr 2012 - Apr 2012,https://myanimelist.net/anime/13731/Koukyoushihen_Eureka_Seven__New_Order
5860,Kurokami: Intermission,6.60,Special (1 eps),Apr 2009 - Apr 2009,https://myanimelist.net/anime/6587/Kurokami__Intermission
5861,Mahou Shoujo Lalabel,6.60,TV (49 eps),Feb 1980 - Feb 1981,https://myanimelist.net/anime/3878/Mahou_Shoujo_Lalabel
5862,Maken-Ki! OVA,6.60,OVA (2 eps),Mar 2012 - Sep 2013,https://myanimelist.net/anime/11209/Maken-Ki_OVA
5863,Mobile Suit Gundam MS IGLOO: The Hidden One Year War,6.60,OVA (3 eps),Jul 2004 - Nov 2004,https://myanimelist.net/anime/1917/Mobile_Suit_Gundam_MS_IGLOO__The_Hidden_One_Year_War
5864,Mushi-Uta,6.60,TV (12 eps),Jul 2007 - Oct 2007,https://myanimelist.net/anime/2603/Mushi-Uta
5865,Nagasaki 1945: Angelus no Kane,6.60,Movie (1 eps),Sep 2005 - Sep 2005,https://myanimelist.net/anime/3465/Nagasaki_1945__Angelus_no_Kane
5866,Nihonbashi Koukashita R Keikaku,6.60,Music (1 eps),Apr 2012 - Apr 2012,https://myanimelist.net/anime/21451/Nihonbashi_Koukashita_R_Keikaku
5867,Ninja Slayer From Animation,6.60,ONA (26 eps),Apr 2015 - Oct 2015,https://myanimelist.net/anime/23605/Ninja_Slayer_From_Animation
5868,Okusama ga Seitokaichou!+!,6.60,TV (12 eps),Oct 2016 - Dec 2016,https://myanimelist.net/anime/32603/Okusama_ga_Seitokaichou_
5869,Onegai♪My Melody Kirara★,6.60,TV (52 eps),Apr 2008 - Mar 2009,https://myanimelist.net/anime/5938/Onegai♪My_Melody_Kirara★
5870,Plunderer,6.60,TV (24 eps),Jan 2020 - Jun 2020,https://myanimelist.net/anime/37345/Plunderer
5871,Pokemon Movie 14 Black: Victini to Shiroki Eiyuu Reshiram,6.60,Movie (1 eps),Jul 2011 - Jul 2011,https://myanimelist.net/anime/10740/Pokemon_Movie_14_Black__Victini_to_Shiroki_Eiyuu_Reshiram
5872,Pokemon Movie 14 White: Victini to Kuroki Eiyuu Zekrom,6.60,Movie (1 eps),Jul 2011 - Jul 2011,https://myanimelist.net/anime/9917/Pokemon_Movie_14_White__Victini_to_Kuroki_Eiyuu_Zekrom
5873,Pokemon Movie 19: Volcanion to Karakuri no Magearna,6.60,Movie (1 eps),Jul 2016 - Jul 2016,https://myanimelist.net/anime/31231/Pokemon_Movie_19__Volcanion_to_Karakuri_no_Magearna
5874,Pucca,6.60,ONA (46 eps),2000 - 2005,https://myanimelist.net/anime/4069/Pucca
5875,Sacred Seven,6.60,TV (12 eps),Jul 2011 - Sep 2011,https://myanimelist.net/anime/10156/Sacred_Seven
5876,Saiyuuki Reload: Zeroin,6.60,TV (13 eps),Jan 2022 - Mar 2022,https://myanimelist.net/anime/45783/Saiyuuki_Reload__Zeroin
5877,Soukou Kihei Votoms: Pailsen Files Movie,6.60,Movie (1 eps),Jan 2009 - Jan 2009,https://myanimelist.net/anime/7536/Soukou_Kihei_Votoms__Pailsen_Files_Movie
5878,Sounan Desu ka?,6.60,TV (12 eps),Jul 2019 - Sep 2019,https://myanimelist.net/anime/39456/Sounan_Desu_ka
5879,Tenshi no Agape,6.60,Music (1 eps),Dec 2021 - Dec 2021,https://myanimelist.net/anime/51564/Tenshi_no_Agape
5880,The Hakkenden,6.60,OVA (6 eps),Oct 1990 - Mar 1991,https://myanimelist.net/anime/1822/The_Hakkenden
5881,Tokyo Underground,6.60,TV (26 eps),Apr 2002 - Sep 2002,https://myanimelist.net/anime/175/Tokyo_Underground
5882,Umi Monogatari: Anata ga Ite Kureta Koto,6.60,TV (12 eps),Jun 2009 - Sep 2009,https://myanimelist.net/anime/6129/Umi_Monogatari__Anata_ga_Ite_Kureta_Koto
5883,Utawarerumono: Itsuwari no Kamen Specials,6.60,Special (8 eps),Mar 2016 - Jun 2016,https://myanimelist.net/anime/33208/Utawarerumono__Itsuwari_no_Kamen_Specials
5884,Waccha PriMagi!,6.60,TV (? eps),Oct 2021 -,https://myanimelist.net/anime/49285/Waccha_PriMagi
5885,Yes! BanG_Dream!,6.60,Music (1 eps),Feb 2016 - Feb 2016,https://myanimelist.net/anime/32338/Yes_BanG_Dream
5886,Youjo Shachou,6.60,ONA (13 eps),Jan 2021 - Jan 2021,https://myanimelist.net/anime/43001/Youjo_Shachou
5887,M3: Sono Kuroki Hagane,6.59,TV (24 eps),Apr 2014 - Sep 2014,https://myanimelist.net/anime/23133/M3__Sono_Kuroki_Hagane
5888,Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki,6.59,Movie (1 eps),Mar 1984 - Mar 1984,https://myanimelist.net/anime/15347/Meitantei_Holmes__Aoi_Ruby_no_Maki___Kaitei_no_Zaihou_no_Maki
5889,Musician,6.59,Music (1 eps),Mar 2021 - Mar 2021,https://myanimelist.net/anime/50078/Musician
5890,Nanatsu no Taizai: Fundo no Shinpan,6.59,TV (24 eps),Jan 2021 - Jun 2021,https://myanimelist.net/anime/41491/Nanatsu_no_Taizai__Fundo_no_Shinpan
5891,Never Giving Up!,6.59,Music (1 eps),Aug 2020 - Aug 2020,https://myanimelist.net/anime/42600/Never_Giving_Up
5892,Okusama ga Seitokaichou!,6.59,TV (12 eps),Jul 2015 - Sep 2015,https://myanimelist.net/anime/28819/Okusama_ga_Seitokaichou
5893,Omishi Mahou Gekijou: Risky★Safety,6.59,TV (24 eps),Oct 1999 - Apr 2000,https://myanimelist.net/anime/1300/Omishi_Mahou_Gekijou__Risky★Safety
5894,Ookami to Koushinryou VR 2,6.59,ONA (9 eps),Dec 2020 - Dec 2020,https://myanimelist.net/anime/40321/Ookami_to_Koushinryou_VR_2
5895,Peace Maker Kurogane Special,6.59,Special (1 eps),Dec 2003 - Dec 2003,https://myanimelist.net/anime/9568/Peace_Maker_Kurogane_Special
5896,Pyuu to Fuku! Jaguar,6.59,OVA (3 eps),Nov 2007 - Jan 2008,https://myanimelist.net/anime/17933/Pyuu_to_Fuku_Jaguar
5897,Ranpo Kitan: Game of Laplace,6.59,TV (11 eps),Jul 2015 - Sep 2015,https://myanimelist.net/anime/28619/Ranpo_Kitan__Game_of_Laplace
5898,Rolling☆Girls,6.59,TV (12 eps),Jan 2015 - Mar 2015,https://myanimelist.net/anime/25867/Rolling☆Girls
5899,Rudolf to Ippaiattena,6.59,Movie (1 eps),Aug 2016 - Aug 2016,https://myanimelist.net/anime/31373/Rudolf_to_Ippaiattena
5900,Sango Shou Densetsu: Aoi Umi no Elfie,6.59,Movie (1 eps),May 1986 - May 1986,https://myanimelist.net/anime/5014/Sango_Shou_Densetsu__Aoi_Umi_no_Elfie
5901,Spirit of Wonder: China-san Tanpenshuu,6.59,Special (3 eps),Jan 2001 - Jan 2004,https://myanimelist.net/anime/6245/Spirit_of_Wonder__China-san_Tanpenshuu
5902,Star Ocean EX,6.59,TV (26 eps),Apr 2001 - Sep 2001,https://myanimelist.net/anime/1005/Star_Ocean_EX
5903,Super Secret,6.59,ONA (22 eps),May 2020 - Feb 2021,https://myanimelist.net/anime/42004/Super_Secret
5904,Uchuu no Kisetsu,6.59,Music (1 eps),Jul 2021 - Jul 2021,https://myanimelist.net/anime/50041/Uchuu_no_Kisetsu
5905,Uchuu no Kishi Tekkaman Blade OVA: Burning Clock,6.59,OVA (1 eps),Nov 1999 - Nov 1999,https://myanimelist.net/anime/2299/Uchuu_no_Kishi_Tekkaman_Blade_OVA__Burning_Clock
5906,Ultraman Season 2,6.59,ONA (6 eps),Apr 2022 - Apr 2022,https://myanimelist.net/anime/39935/Ultraman_Season_2
5907,Urasekai Picnic,6.59,TV (12 eps),Jan 2021 - Mar 2021,https://myanimelist.net/anime/41392/Urasekai_Picnic
5908,Vampire Hunter,6.59,OVA (4 eps),Mar 1997 - Mar 1998,https://myanimelist.net/anime/1952/Vampire_Hunter
5909,Wooser no Sono Higurashi: Kakusei-hen,6.59,TV (12 eps),Jan 2014 - Mar 2014,https://myanimelist.net/anime/20267/Wooser_no_Sono_Higurashi__Kakusei-hen
5910,Xiyou Ji: Dasheng Guilai,6.59,Movie (1 eps),Jul 2015 - Jul 2015,https://myanimelist.net/anime/32534/Xiyou_Ji__Dasheng_Guilai
5911,Youkai Watch: Shadow Side,6.59,TV (49 eps),Apr 2018 - Mar 2019,https://myanimelist.net/anime/37324/Youkai_Watch__Shadow_Side
5912,.hack//Liminality,6.59,OVA (4 eps),Jun 2002 - Apr 2003,https://myanimelist.net/anime/299/hack__Liminality
5913,12-sai.: Chicchana Mune no Tokimeki 2nd Season,6.59,TV (12 eps),Oct 2016 - Dec 2016,https://myanimelist.net/anime/33419/12-sai__Chicchana_Mune_no_Tokimeki_2nd_Season
5914,Aachi wa Ssipak,6.59,Movie (1 eps),Jun 2006 - Jun 2006,https://myanimelist.net/anime/2884/Aachi_wa_Ssipak
5915,Amaenaide yo!! Katsu!!: Damasarenaide yo!!,6.59,Special (1 eps),Jun 2006 - Jun 2006,https://myanimelist.net/anime/1750/Amaenaide_yo_Katsu__Damasarenaide_yo
5916,Anime Kapibara-san,6.59,TV (24 eps),Oct 2020 - Mar 2021,https://myanimelist.net/anime/42514/Anime_Kapibara-san
5917,Anime Sanjuushi: Aramis no Bouken,6.59,Movie (1 eps),Mar 1989 - Mar 1989,https://myanimelist.net/anime/2334/Anime_Sanjuushi__Aramis_no_Bouken
5918,Betterman,6.59,TV (26 eps),Apr 1999 - Oct 1999,https://myanimelist.net/anime/1136/Betterman
5919,Chousoku Spinner,6.59,TV (22 eps),Nov 1998 - Sep 1999,https://myanimelist.net/anime/2703/Chousoku_Spinner
5920,City Hunter: Ryou no Propose,6.59,OVA (1 eps),May 2016 - May 2016,https://myanimelist.net/anime/30818/City_Hunter__Ryou_no_Propose
