Rank,Title,Score,Episodes,Airing
8769,Aquarian Age: Sign for Evolution,6.07,TV (13 eps),Jan 2002 - Mar 2002
8770,Burn Up!,6.07,OVA (1 eps),Mar 1991 - Mar 1991
8771,Choujuu Giga,6.07,ONA (3 eps),Mar 2016 - Nov 2016
8772,Dr. Slump Movie 08: Arale-chan Hoyoyo!! Tasuketa Same ni Tsurerarete...,6.07,Movie (1 eps),Mar 1994 - Mar 1994
8773,God Eater Resonant Ops,6.07,ONA (1 eps),Mar 2018 - Mar 2018
8774,Good Morning Call,6.07,OVA (1 eps),Aug 2001 - Aug 2001
8775,Guruguru Petit Anime Gekijou,6.07,ONA (24 eps),Jul 2017 - Dec 2017
8776,Harukanaru Toki no Naka de: Hachiyou Shou Recap,6.07,Special (1 eps),Jul 2006 - Jul 2006
8777,Hello Kitty: Ringo no Mori to Parallel Town,6.07,TV (27 eps),Oct 2007 - Mar 2008
8778,High School! Kimengumi (Movie),6.07,Movie (1 eps),Jul 1986 - Jul 1986
8779,Himitsu no Akko-chan (Movie),6.07,Movie (1 eps),Mar 1989 - Mar 1989
8780,Honoo no Alpenrose,6.07,OVA (2 eps),Feb 1986 - Mar 1986
8781,Kaigo to Ikiru,6.07,ONA (1 eps),Sep 2019 - Sep 2019
8782,Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!!,6.07,TV (12 eps),Jul 2011 - Sep 2011
8783,Kirara,6.07,OVA (1 eps),Sep 2000 - Sep 2000
8784,Koisuru Asteroid: Furikaeri - KiraKira Special!,6.07,Special (1 eps),Feb 2020 - Feb 2020
8785,Kyokugen Dasshutsu Adv: Zennin Shibou Desu Prologue,6.07,ONA (1 eps),Dec 2011 - Dec 2011
8786,Ling Feng Zhe,6.07,ONA (7 eps),Jan 2019 - Mar 2019
8787,Machikado Mazoku Mini,6.07,ONA (36 eps),Jun 2019 - Sep 2019
8788,Abarenbou Rikishi!! Matsutarou,6.06,TV (23 eps),Apr 2014 - Sep 2014
8789,Asa made Jugyou Chu!,6.06,OVA (1 eps),Jun 2012 - Jun 2012
8790,Attack No.1: Namida no Fushichou,6.06,Movie (1 eps),Mar 1971 - Mar 1971
8791,Bem,6.06,TV (12 eps),Jul 2019 - Oct 2019
8792,Chiisana Obake: Acchi, Kocchi, Socchi,6.06,TV (50 eps),Apr 1991 - Apr 1992
8793,Choujin Locke: Lord Leon,6.06,OVA (3 eps),Oct 1989 - Dec 1989
8794,Choujuu Densetsu Gestalt,6.06,OVA (2 eps),Jan 1997 - Feb 1997
8795,D4 Princess,6.06,TV (24 eps),Apr 1999 - Sep 1999
8796,Dr.,6.06,Music (1 eps),Mar 2009 - Mar 2009
8797,DRAMAtical Murder,6.06,TV (12 eps),Jul 2014 - Sep 2014
8798,Elsword: Ain-ui Gieog Animation,6.06,ONA (1 eps),Dec 2016 - Dec 2016
8799,Flowering Heart,6.06,TV (26 eps),Feb 2016 - May 2016
8800,Flying Witch Petit,6.06,ONA (9 eps),Mar 2016 - Jun 2016
8801,Fuyu no Hi,6.06,Movie (1 eps),Nov 2003 - Nov 2003
8802,Ginga e Kickoff!! Natsuyasumi Special,6.06,Special (1 eps),Aug 2012 - Aug 2012
8803,Gravity (2019),6.06,Music (1 eps),Nov 2019 - Nov 2019
8804,Gunslinger Stratos The Animation,6.06,TV (12 eps),Apr 2015 - Jun 2015
8805,Haja Taisei Dangaiou,6.06,OVA (3 eps),Sep 1987 - Jul 1989
8806,Hello Kitty no Nemureru Mori no Bijo,6.06,OVA (1 eps),Sep 2001 - Sep 2001
8807,Imawa no Kuni no Alice,6.06,ONA (1 eps),Jul 2013 - Jul 2013
8808,Jinzou Konchuu Kabutoborg VxV,6.06,TV (52 eps),Oct 2006 - Oct 2007
8809,Kedamono Damono,6.06,Music (1 eps),Mar 2018 - Mar 2018
8810,Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana,6.06,TV (12 eps),Oct 2019 - Dec 2019
8811,Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana OVA,6.06,OVA (1 eps),Jan 2020 - Jan 2020
8812,Koisuru Asteroid: KiraKira Zoukan-gou,6.06,ONA (12 eps),Jan 2020 - Mar 2020
8813,Koutsuu Anzen Da yo Doraemon,6.06,Movie (2 eps),1981 - 1981
8814,Kuroi Kikori to Shiroi Kikori,6.06,Movie (1 eps),Jul 1956 - Jul 1956
8815,Lao Fu Zi Shui Hu Chuan,6.06,Movie (1 eps),Jul 1982 - Jul 1982
8816,Luck & Logic,6.06,TV (12 eps),Jan 2016 - Mar 2016
8817,Mameneko,6.06,TV (12 eps),Jan 2018 - Mar 2018
8818,Manga Nippon Mukashibanashi (1976),6.06,TV (1471 eps),Jan 1976 - Sep 1994
8819,Mini Hama: Minimum Hamatora Movies,6.06,Movie (2 eps),Nov 2015 - Nov 2015
8820,Misenai Namida wa, Kitto Itsuka,6.06,Music (1 eps),Feb 2012 - Feb 2012
8821,Mo Ri Shu Guang,6.06,ONA (20 eps),May 2018 - Sep 2018
8822,Mukougaoka Chisato wa Tada Mitsumeteita no Datta,6.06,Music (1 eps),Jun 2009 - Jun 2009
8823,Nine,6.06,Special (1 eps),May 1983 - May 1983
8824,Obake no Q-tarou,6.06,TV (96 eps),Aug 1965 - Jun 1967
8825,Otohime Connection,6.06,OVA (1 eps),Dec 1991 - Dec 1991
8826,Personal Computer Travel Tanteidan,6.06,TV (26 eps),Apr 1983 - Sep 1983
8827,Precure kara Minna e no Ouen Movie,6.06,ONA (1 eps),May 2011 - May 2011
8828,Quote,6.06,Music (3 eps),Dec 2017 - Jan 2018
8829,Rainbow Sentai Robin,6.06,TV (48 eps),Apr 1966 - Mar 1967
8830,Sakura Capusule,6.06,OVA (1 eps),Aug 2014 - Aug 2014
8831,Shiroi Unabara,6.06,Movie (1 eps),2015 - 2015
8832,Toki no Tabibito: Time Stranger,6.06,Movie (1 eps),Dec 1986 - Dec 1986
8833,Tokimeki Memorial 4 OVA,6.06,OVA (1 eps),Dec 2009 - Dec 2009
8834,Tokyo Futago Athletic,6.06,TV (8 eps),Dec 2016 - Jan 2017
8835,Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka? OVA,6.06,OVA (1 eps),Mar 2020 - Mar 2020
8836,Valkyrie Drive: Mermaid,6.06,TV (12 eps),Oct 2015 - Dec 2015
8837,Wake Up, Girls! no Miyagi PR Yarasete Kudasai!,6.06,Special (1 eps),Feb 2016 - Feb 2016
8838,Xiao Liyu Lixian Ji,6.06,TV (52 eps),Jun 2007 -
8839,Youkoso Lodoss-tou e!,6.06,Movie (1 eps),Apr 1998 - Apr 1998
8840,Youma,6.06,OVA (2 eps),May 1989 - Jun 1989
8841,Yumemiru Topo Gigio,6.06,TV (13 eps),Oct 1988 - Dec 1988
8842,Zero Tester,6.06,TV (38 eps),Oct 1973 - Jun 1974
8843,Mori no Densetsu: Dai Ni Gakushou,6.05,Movie (1 eps),Aug 2014 - Aug 2014
8844,Nekota no Koto ga Kininatte Shikatanai.,6.04,Special (1 eps),Mar 2015 - Mar 2015
8845,Ni Zhenshi Ge Tiancai,6.05,ONA (24 eps),Apr 2022 - Jul 2022
8846,Nine: Kanketsu-hen,6.05,Special (1 eps),Sep 1984 - Sep 1984
8847,Nine: Original-ban,6.05,Movie (1 eps),Sep 1983 - Sep 1983
8848,Obocchama-kun,6.05,TV (164 eps),Jan 1989 - Sep 1992
8849,Ojisan to Marshmallow: Hige-san to Yume Mashmallow,6.05,Special (1 eps),Apr 2016 - Apr 2016
8850,Ougon Senshi Gold Lightan,6.05,TV (52 eps),Mar 1981 - Feb 1982
8851,Shenmue: The Movie,6.05,Movie (1 eps),Sep 2001 - Sep 2001
8852,Shin SOS Dai Tokyo Tankentai,6.05,Movie (1 eps),May 2007 - May 2007
8853,Show By Rock!!: Legend of Shingan Crimsonz,6.05,ONA (3 eps),May 2013 - Jun 2013
8854,Sleeping Beauty,6.05,Music (1 eps),Jul 2018 - Jul 2018
8855,Sugata Sanshirou,6.05,Special (1 eps),Jun 1981 - Jun 1981
8856,Super Doll Licca-chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki,6.05,Movie (1 eps),Jul 1999 - Jul 1999
8857,The Five Killers,6.05,ONA (1 eps),2007 - 2007
8858,Thermae Romae x TOTO Collaboration,6.05,Special (1 eps),Apr 2012 - Apr 2012
8859,To Heart: Remember My Memories Specials,6.05,Special (7 eps),Jan 2006 - Aug 2006
8860,Weiß Survive,6.05,TV (16 eps),Jun 2009 - Sep 2009
8861,Yakumotatsu,6.05,OVA (2 eps),Oct 1997 - Nov 1997
8862,Yousei Hime Ren,6.05,OVA (2 eps),Oct 1995 - Jan 1996
8863,Yume Kakeru Kougen: Kiyosato no Chichi Paul Rusch,6.05,Movie (1 eps),Oct 2002 - Oct 2002
8864,3-gatsu no Lion: Ugoku! Nya Shogi,6.05,Special (10 eps),Jan 2017 - Aug 2017
8865,3-pun de Wakaru! Kore made no Love Live!,6.05,ONA (1 eps),Apr 2015 - Apr 2015
8866,Ane Log: Moyako Neesan no Tomaranai Monologue,6.05,OVA (3 eps),Sep 2014 - Apr 2015
8867,Asatir: Mirai no Mukashi Banashi,6.05,TV (13 eps),Apr 2020 - Jun 2020
8868,Ba La La Xiao Mo Xian Zhi: Feiyue Cai Ling Bao,6.05,TV (26 eps),Nov 2016 - Dec 2016
8869,Big X,6.05,TV (59 eps),Mar 1964 - Sep 1965
8870,Black Jack: Karte NG Extras,6.05,Special (1 eps),Apr 2007 - Apr 2007
8871,Blade & Soul,6.05,TV (13 eps),Apr 2014 - Jun 2014
8872,Boku wa Kimi no Namida,6.05,Music (1 eps),Jun 1998 - Jun 1998
8873,Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends,6.05,TV (12 eps),Jan 2017 - Mar 2017
8874,Darkside Blues,6.05,Movie (1 eps),Oct 1994 - Oct 1994
8875,Doraemon: Nobita to Mirai Note,6.05,OVA (1 eps),1994 - 1994
8876,Dr. Slump Movie 10: Arale no Bikkuriman,6.05,Movie (1 eps),Mar 1999 - Mar 1999
8877,DRAMAtical Murder: Data_xx_Transitory,6.05,Special (1 eps),Dec 2014 - Dec 2014
8878,Earthian,6.05,OVA (4 eps),Jul 1989 - Dec 1996
8879,Egao no Daika,6.05,TV (12 eps),Jan 2019 - Mar 2019
8880,Gunslinger Stratos The Animation: Bunki/Futatsu no Mirai,6.05,Special (1 eps),Jun 2015 - Jun 2015
8881,Haguregumo,6.05,Movie (1 eps),Apr 1982 - Apr 1982
8882,Hakushon Daimaou,6.05,TV (52 eps),Oct 1969 - Sep 1970
8883,Hello Kitty no Shirayuki-hime (2001),6.05,OVA (1 eps),Jul 2001 - Jul 2001
8884,Hi-Speed Jecy,6.05,OVA (12 eps),Sep 1989 - Mar 1990
8885,Huoli Shaonian Wang zhi Chuanqi Zaixian,6.05,TV (40 eps),Sep 2014 - Oct 2014
8886,Iron Man,6.05,TV (12 eps),Oct 2010 - Dec 2010
8887,Jantama Pong☆,6.05,TV (11 eps),Apr 2022 - Jun 2022
8888,Kata no Ato,6.05,Movie (1 eps),Aug 2020 - Aug 2020
8889,Kemeko Deluxe!: Izumi-chan, Fukenkou yo! (Kari),6.05,Special (1 eps),Dec 2008 - Dec 2008
8890,Kimi no Sumu Machi,6.05,Special (1 eps),Nov 2015 - Nov 2015
8891,Koguma no Misha,6.05,TV (26 eps),Oct 1979 - Apr 1980
8892,La Primavera,6.05,Music (1 eps),Dec 2015 - Dec 2015
8893,11eyes: Momoiro Genmutan,6.04,Special (1 eps),Jun 2010 - Jun 2010
8894,Afraid To Be Cool / Raise Me Up,6.04,Music (2 eps),Apr 2016 - May 2016
8895,Anju to Zushioumaru,6.04,Movie (1 eps),Jul 1961 - Jul 1961
8896,Aratanari Fukaki Ao,6.04,ONA (10 eps),Oct 2012 - Dec 2012
8897,Aruhi no Clamp Gakuen Tanteidan,6.04,Special (13 eps),Apr 2005 - Apr 2005
8898,Boku wa Boku wo Suki ni Naru,6.04,Music (1 eps),Jan 2021 - Jan 2021
8899,Bungaku Shoujo,6.04,Music (1 eps),May 2015 - May 2015
8900,Celia-sensei no Wakuwaku Magical Kyoushitsu,6.04,ONA (18 eps),May 2021 - Sep 2021
8901,Cyborg 009: The Cyborg Soldier - Yomi no Gunzou,6.04,Special (1 eps),Sep 2002 - Sep 2002
8902,Doraemon Eigo Kyoushitsu,6.04,Special (3 eps),1988 - 1988
8903,Ensemble Stars! Recap Special,6.04,Special (1 eps),Sep 2019 - Sep 2019
8904,Girlfriend (Note),6.04,ONA (3 eps),Oct 2016 - Nov 2016
8905,Guomin Laogong Dai Huijia,6.04,ONA (12 eps),Oct 2016 - Dec 2016
8906,Hajimari no Boukensha-tachi: Legend of Crystania,6.04,Movie (1 eps),Jul 1995 - Jul 1995
8907,Heart no Kuni no Alice: Wonderful Wonder World,6.04,Movie (1 eps),Jul 2011 - Jul 2011
8908,Hikari no Akuma,6.04,Music (1 eps),Feb 2020 - Feb 2020
8909,Hoshi ni Negai wo: Fantastic Cat,6.04,ONA (1 eps),Aug 2009 - Aug 2009
8910,Ichigeki Sacchuu!! Hoihoi-san,6.04,OVA (1 eps),Sep 2004 - Sep 2004
8911,Inazuma Eleven x Kaitou Gru no Tsuki Dorobou,6.04,Special (4 eps),Feb 2011 - Mar 2011
8912,Jishu Seisaku Movie Binchou-tan,6.04,Music (1 eps),Aug 2005 - Aug 2005
8913,Kyou Kara Maou! Recap,6.04,Special (1 eps),Dec 2005 - Dec 2005
8914,Mahou no Star Magical Emi: Semishigure,6.04,OVA (1 eps),Sep 1986 - Sep 1986
8915,Maze☆Bakunetsu Jikuu,6.04,OVA (2 eps),Jul 1996 - Sep 1996
8916,Memory,6.04,Movie (1 eps),Sep 1964 - Sep 1964
8917,Mou Hitotsu no Mirai wo.,6.04,ONA (3 eps),Dec 2013 - Mar 2014
8918,Otogi Manga Calendar,6.04,TV (312 eps),Jun 1962 - Jun 1964
8919,Prism Ark Specials,6.04,Special (6 eps),Dec 2007 - May 2008
8920,Rerere no Tensai Bakabon,6.04,TV (24 eps),Oct 1999 - Mar 2000
8921,Revisions,6.04,TV (12 eps),Jan 2019 - Mar 2019
8922,Saint Seiya: Gold Saints Data File,6.04,Special (3 eps),Dec 2006 - Feb 2007
8923,Soreyuke! Uchuu Senkan Yamamoto Youko,6.04,OVA (3 eps),Mar 1996 - Jun 1996
8924,Sweet Devil feat. Hatsune Miku,6.04,Music (1 eps),Nov 2011 - Nov 2011
8925,Tezuka Osamu no Don Dracula,6.04,TV (8 eps),Apr 1982 - Apr 1982
8926,Towa no Kizuna,6.04,Music (1 eps),Oct 2011 - Oct 2011
8927,Turning Girls,6.04,ONA (7 eps),Jun 2013 - Jul 2013
8928,Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,6.04,TV (13 eps),Jul 1999 - Oct 1999
8929,Utsunomiko: Heaven Chapter,6.04,OVA (13 eps),Oct 1990 - Feb 1992
8930,Vampiyan Kids,6.04,TV (23 eps),Oct 2001 - Mar 2002
8931,Weiß Survive R,6.04,TV (12 eps),Dec 2009 - Mar 2010
8932,Wonder (Movie),6.04,Movie (1 eps),Feb 2014 - Feb 2014
8933,Märchen Mädchen Specials,6.03,Special (2 eps),Apr 2019 - Apr 2019
8934,Meng Ta: Xue Mi Cheng,6.03,ONA (13 eps),Jun 2018 - Aug 2018
8935,Metal Fight Beyblade Zero G Specials,6.03,Special (7 eps),Aug 2013 - Sep 2013
8936,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,6.03,TV (10 eps),Aug 2010 - Oct 2010
8937,Mouryou Senki Madara,6.03,OVA (2 eps),Mar 1991 - Dec 1991
8938,Mug,6.03,Music (1 eps),Apr 2020 - Apr 2020
8939,Neko Matsuri,6.03,Music (1 eps),Feb 2017 - Feb 2017
8940,Noraneko,6.03,ONA (1 eps),Apr 2014 - Apr 2014
8941,Oh! Family,6.03,TV (26 eps),Oct 1986 - Mar 1987
8942,Osomatsu-kun: Iyami wa Hitori Kaze no Naka,6.03,OVA (1 eps),Aug 1990 - Aug 1990
8943,Puchitto Gargantia: Marumaru no Gargantia,6.03,Special (1 eps),Sep 2013 - Sep 2013
8944,Saga-ken wo Meguru Animation,6.03,Movie (4 eps),Mar 2016 - Mar 2017
8945,Shining Hearts: Shiawase no Pan Specials,6.03,Special (6 eps),Jul 2012 - Dec 2012
8946,Stitch!: Zutto Saikou no Tomodachi,6.03,TV (29 eps),Jul 2010 - Mar 2011
8947,Tanken Driland: 1000-nen no Mahou,6.03,TV (51 eps),Apr 2013 - Mar 2014
8948,Teeter,6.03,Music (2 eps),Jul 2018 - Jan 2019
8949,The iDOLM@STER Cinderella Girls: 5th Live Tour Serendipity Parade!!! Manner Movie,6.03,Special (1 eps),Aug 2017 - Aug 2017
8950,Time Bokan Oudou Fukko,6.03,OVA (2 eps),Nov 1993 - Jan 1994
8951,Toki no Kousa,6.03,Special (1 eps),Apr 2018 - Apr 2018
8952,Track City,6.03,TV (26 eps),Jan 2000 - May 2002
8953,TV-ban Pokemon Special Masara Town-hen Recaps,6.03,OVA (2 eps),Sep 2000 - Sep 2000
8954,Wolverine,6.03,TV (12 eps),Jan 2011 - Mar 2011
8955,Ying Xiong Bie Nao,6.03,ONA (13 eps),Jul 2015 - Nov 2015
8956,Youjo Shenki Episode 0,6.03,ONA (1 eps),Jan 2017 - Jan 2017
8957,Akai Shouzou: Char, Soshite Frontal e,6.03,Special (1 eps),Aug 2010 - Aug 2010
8958,Alice SOS,6.03,TV (28 eps),Apr 1998 - Jan 1999
8959,Anime Tenchou,6.03,OVA (1 eps),Aug 2002 - Aug 2002
8960,Apfelland Monogatari,6.03,Movie (1 eps),Dec 1992 - Dec 1992
8961,Attraction,6.03,ONA (1 eps),Nov 2010 - Nov 2010
8962,Bakumatsu Rock,6.03,TV (12 eps),Jul 2014 - Sep 2014
8963,Bakumatsu Rock: Mystery! Onsen Kaijiken ze yo!!,6.03,OVA (1 eps),Sep 2014 - Sep 2014
8964,Berserk Recap,6.03,Special (1 eps),Mar 2017 - Mar 2017
8965,Cyborg 009,6.03,Movie (1 eps),Jul 1966 - Jul 1966
8966,Fake Style,6.03,Music (1 eps),Dec 2013 - Dec 2013
8967,Future Card Buddyfight Recap,6.03,Special (1 eps),Jun 2014 - Jun 2014
8968,Gegege no Kitarou (1985 Movie),6.03,Movie (1 eps),Dec 1985 - Dec 1985
8969,Gegege no Kitarou: Youkai Tokkyuu! Maboroshi no Kisha,6.03,Movie (1 eps),Jul 1997 - Jul 1997
8970,Great Mazinger tai Getter Robo G: Kuuchuu Daigekitotsu,6.03,Movie (1 eps),Jul 1975 - Jul 1975
8971,Kagaku Kyuujo-tai TechnoVoyager,6.03,TV (18 eps),Apr 1982 - Sep 1982
8972,Kaitou Tenshi Twin Angel,6.03,OVA (2 eps),Aug 2008 - Oct 2008
8973,Kerokko Demetan,6.03,TV (39 eps),Jan 1973 - Sep 1973
8974,Kinnikuman: Haresugata! Seigi Choujin,6.03,Movie (1 eps),Dec 1985 - Dec 1985
8975,Kuttsukiboshi,6.03,OVA (2 eps),Aug 2010 - May 2012
8976,Kuuchuu Gunkan Atlantis,6.03,Movie (1 eps),Aug 2019 - Aug 2019
8977,Angelique: Twin Collection,6.02,OVA (8 eps),Mar 2002 - Jun 2003
8978,Arad: Suming Zhi Men,6.02,ONA (20 eps),Apr 2017 - Sep 2017
8979,Bada-ui Jeonseol Jangbogo,6.02,TV (26 eps),2002 - 2002
8980,Bonobono,6.02,Movie (1 eps),Nov 1993 - Nov 1993
8981,Catblue: Dynamite,6.02,ONA (1 eps),Dec 2006 - Dec 2006
8982,Catman,6.02,ONA (7 eps),2002 - 2002
8983,Chiisana Teien,6.02,Movie (1 eps),Dec 2014 - Dec 2014
8984,Densetsu Kyojin Ideon: Sesshoku-hen,6.02,Movie (1 eps),Jul 1982 - Jul 1982
8985,Digimon Savers 3D: Digital World Kiki Ippatsu!,6.02,Movie (1 eps),Jul 2006 - Jul 2006
8986,Fushigi Dagashiya: Zenitendou,6.02,TV (? eps),Sep 2020 -
8987,Future War 198X-nen,6.02,Movie (1 eps),Oct 1982 - Oct 1982
8988,Gin no Yuri,6.02,Music (1 eps),Nov 2019 - Nov 2019
8989,Ginga Ojousama Densetsu Yuna: Kanashimi no Siren,6.02,OVA (2 eps),Sep 1995 - Nov 1995
8990,Girl Electric,6.02,Music (1 eps),Aug 2016 - Aug 2016
8991,Go Now!,6.02,Music (1 eps),Apr 2018 - Apr 2018
8992,Great Mazinger tai Getter Robo,6.02,Movie (1 eps),Mar 1975 - Mar 1975
8993,Hand Maid Mai,6.02,OVA (1 eps),Jan 2003 - Jan 2003
8994,Hangyakusei Million Arthur,6.02,TV (10 eps),Oct 2018 - Dec 2018
8995,Hello Kitty no Shiawase no Tulip,6.02,Special (1 eps),Jan 1995 - Jan 1995
8996,Hey! Bumboo,6.02,TV (130 eps),Apr 1985 - Apr 1986
8997,Inferno Cop Specials,6.02,Special (3 eps),Jun 2015 - Jul 2017
8998,Ippon Bouchou Mantarou,6.02,OVA (2 eps),Jun 1991 - Dec 1991
8999,Kageyama Tamio no Double Fantasy,6.02,Special (1 eps),Jan 1994 - Jan 1994
9000,Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku 2nd Season,6.02,TV (12 eps),Jan 2018 - Mar 2018
9001,Kakutou Ryouri Densetsu Bistro Recipe,6.02,TV (26 eps),Dec 2001 - Jun 2002
9002,Kataku,6.02,Movie (1 eps),1979 - 1979
9003,Ken En Ken: Aoki Kagayaki,6.02,TV (13 eps),Oct 2018 - Dec 2018
9004,King of Prism: Shiny Seven Stars I - Prologue x Yukinojou x Taiga,6.02,Movie (1 eps),Mar 2019 - Mar 2019
9005,Konohana no Sakuya Mori,6.02,Movie (1 eps),2015 - 2015
9006,Mahou no Princess Minky Momo: Yume wo Dakishimete Specials,6.02,Special (3 eps),-
9007,Majokko Shimai no Yoyo to Nene Movie Extra: Hatsukoi - Mikako Komatsu,6.02,Special (1 eps),Jun 2014 - Jun 2014
9008,Mamono-tachi no Kunou,6.02,ONA (12 eps),Oct 2020 - Dec 2020
9009,Memories Off #5 Togireta Film The Animation,6.02,OVA (1 eps),Mar 2006 - Mar 2006
9010,Metal Fight Beyblade Zero G,6.02,TV (38 eps),Apr 2012 - Dec 2012
9011,Mitsuwano,6.02,OVA (1 eps),Mar 2014 - Mar 2014
9012,Miyako,6.02,ONA (1 eps),Sep 2012 - Sep 2012
9013,Nanocore,6.02,ONA (10 eps),Feb 2014 - Jul 2015
9014,Ninja Hattori-kun: Nin Nin Furusato Daisakusen no Maki,6.02,Movie (1 eps),Mar 1983 - Mar 1983
9015,Nissin no Donbei x Kemono Friends,6.02,ONA (1 eps),Sep 2017 - Sep 2017
9016,Piece,6.02,Music (1 eps),Feb 2009 - Feb 2009
9017,Quiz Magic Academy: The Original Animation 2,6.02,OVA (1 eps),Feb 2010 - Feb 2010
9018,Ring ni Kakero 1 Pilot,6.02,OVA (1 eps),2004 - 2004
9019,Rio: Rainbow Gate! Special,6.02,Special (1 eps),Oct 2011 - Oct 2011
9020,Shinya! Tensai Bakabon,6.02,TV (12 eps),Jul 2018 - Sep 2018
9021,Still,6.02,Music (1 eps),Jul 2017 - Jul 2017
9022,Sugar Bunnies,6.02,TV (26 eps),Apr 2007 - Sep 2007
9023,Super Shiro,6.02,TV (48 eps),Oct 2019 - Sep 2020
9024,Tekkamen wo Oe: "d'Artagnan Monogatari" yori,6.02,Special (1 eps),May 1987 - May 1987
9025,The iDOLM@STER SideM: Wake Atte Mini! - Shoshi Kantetsu Daisouji!,6.02,OVA (1 eps),Mar 2019 - Mar 2019
9026,The Kabocha Wine: Nita no Aijou Monogatari,6.02,Movie (1 eps),Jul 1984 - Jul 1984
9027,Torajima no Miime,6.02,Special (2 eps),Aug 1999 - Dec 1999
9028,Town Workers,6.02,ONA (3 eps),Sep 2014 - Sep 2014
9029,Uchuu no Kishi Tekkaman Blade OVA: Missing Link,6.02,OVA (1 eps),Nov 1999 - Nov 1999
9030,Vampiyan Kids: Pilot,6.02,Special (1 eps),1999 - 1999
9031,Vanquished Queens,6.02,OVA (4 eps),Mar 2013 - Sep 2014
9032,Wangpai Yushi Di 0 Ji,6.02,ONA (1 eps),2014 - 2014
9033,Watanuki-san Chi no,6.02,TV (12 eps),Apr 2019 - Jul 2019
9034,Yamatarou Kaeru,6.02,OVA (1 eps),Aug 1986 - Aug 1986
9035,Yatterman Specials,6.02,Special (2 eps),May 2008 - Nov 2008
9036,Zhandou Wang Zhi Jufeng Zhan Hun 3,6.02,TV (40 eps),Sep 2015 - Oct 2015
9037,Mahou Sensei Negima! Tokubetsu Eizou,6.01,Music (4 eps),Nov 2016 - Nov 2016
9038,MahoYome: Aisatsu,6.01,ONA (1 eps),Oct 2017 - Oct 2017
9039,Moldiver,6.01,OVA (6 eps),Feb 1993 - Nov 1993
9040,Monsuto Anime: Katsubou no Hate no Risoukyou,6.01,ONA (1 eps),Mar 2017 - Mar 2017
9041,Mousou Kagaku Series: Wandaba Style,6.01,TV (12 eps),Apr 2003 - Jun 2003
9042,Mr. Pen Pen II,6.01,Special (1 eps),Dec 1986 - Dec 1986
9043,Oh! Super Milk-chan,6.01,TV (12 eps),Jan 2000 - Apr 2000
9044,Popee the Performer: Countdown Special,6.01,Special (1 eps),Dec 2002 - Dec 2002
9045,QUI,6.01,Music (1 eps),Jan 2020 - Jan 2020
9046,Sengoku☆Paradise Kiwami,6.01,TV (26 eps),Oct 2011 - Mar 2012
9047,Shake-chan,6.01,ONA (1 eps),Mar 2012 - Mar 2012
9048,Showtime,6.01,Music (1 eps),Jul 2020 - Jul 2020
9049,Shui Naodai,6.01,Special (1 eps),Jun 2009 - Jun 2009
9050,Shuumatsu no Harem,6.01,TV (11 eps),Oct 2021 - Mar 2022
9051,The Borgman: Last Battle,6.01,OVA (1 eps),Sep 1989 - Sep 1989
9052,Thermae Romae x Asahi Shimbun Digital Collaboration,6.01,Special (1 eps),2012 - 2012
9053,Timeless,6.01,Music (1 eps),Nov 2018 - Nov 2018
9054,Tobira wo Akete (1995),6.01,OVA (1 eps),1995 - 1995
9055,Wind: A Breath of Heart,6.01,OVA (1 eps),Dec 2002 - Dec 2002
9056,Wo De Yi Jie Zhi Lu,6.01,ONA (40 eps),Jan 2022 - May 2022
9057,15-sai, Kyou kara Dousei Hajimemasu.,6.01,ONA (30 eps),Jun 2018 - Jun 2018
9058,Ange Vierge,6.01,TV (12 eps),Jul 2016 - Sep 2016
9059,Caligula (TV),6.01,TV (12 eps),Apr 2018 - Jun 2018
9060,Chinzei Hachirou Tametomo,6.01,ONA (1 eps),Dec 2020 - Dec 2020
9061,Giant Robo Gaiden Ginrei,6.01,OVA (3 eps),Feb 1994 - Feb 1995
9062,Hanako,6.01,Movie (1 eps),-
9063,Haru wo Irodoru,6.01,Movie (1 eps),2015 - 2015
9064,Hello Kitty no Fushigi no Kuni no Alice,6.01,OVA (1 eps),Nov 1993 - Nov 1993
9065,Hello Kitty: Mahou no Mori no Ohimesama,6.01,Movie (1 eps),Jul 1991 - Jul 1991
9066,Himawari,6.01,Music (1 eps),Sep 2017 - Sep 2017
9067,I: Wish You Were Here,6.01,TV (4 eps),Oct 2001 - Nov 2001
9068,Ikebukuro PR Anime,6.01,ONA (1 eps),Jan 2019 - Jan 2019
9069,Kanojo, Okarishimasu Petit,6.01,ONA (15 eps),Jul 2020 - Oct 2020
9070,Kemono to Chat,6.01,OVA (1 eps),Oct 2009 - Oct 2009
