Rank|Title|Score|Episodes|Airing|Link
11818|Bokura no Hero|5.24|Music (1 eps)|Jun 2010 - Jun 2010|https://myanimelist.net/anime/15525/Bokura_no_Hero
11819|Charady no Joke na Mainichi|5.24|TV (365 eps)|Apr 2009 - Mar 2010|https://myanimelist.net/anime/6131/Charady_no_Joke_na_Mainichi
11820|Dangobei Torimonochou: Hirake - Goma no Maki|5.24|Movie (1 eps)|1952 - 1952|https://myanimelist.net/anime/28057/Dangobei_Torimonochou__Hirake_-_Goma_no_Maki
11821|Ganbare Chibi Godzilla|5.24|ONA (1 eps)|Oct 2018 - Oct 2018|https://myanimelist.net/anime/38616/Ganbare_Chibi_Godzilla
11822|Girl X|5.24|ONA (5 eps)|Jul 2019 - Dec 2021|https://myanimelist.net/anime/41851/Girl_X
11823|Hana no Zundamaru: Junk|5.24|ONA (3 eps)|Feb 2014 - Feb 2014|https://myanimelist.net/anime/22953/Hana_no_Zundamaru__Junk
11824|Highway Jenny|5.24|OVA (1 eps)|Sep 2006 - Sep 2006|https://myanimelist.net/anime/6181/Highway_Jenny
11825|Home My Home|5.24|Movie (1 eps)|1970 - 1970|https://myanimelist.net/anime/29587/Home_My_Home
11826|Zone: Intro|5.24|Music (1 eps)|Mar 2020 - Mar 2020|https://myanimelist.net/anime/42809/Zone__Intro
11827|Zo Zo Zo Zombie-kun|5.23|ONA (2 eps)|Mar 2017 - Mar 2017|https://myanimelist.net/anime/34817/Zo_Zo_Zo_Zombie-kun
11828|MapleStory|5.23|TV (25 eps)|Oct 2007 - Mar 2008|https://myanimelist.net/anime/2719/MapleStory
11829|Minarai Diva|5.23|TV (10 eps)|Jul 2014 - Sep 2014|https://myanimelist.net/anime/23375/Minarai_Diva
11830|Moushin Soloist Life!|5.23|Music (1 eps)|Oct 2016 - Oct 2016|https://myanimelist.net/anime/36601/Moushin_Soloist_Life
11831|Nameless Flipbook|5.23|ONA (1 eps)|Oct 2009 - Oct 2009|https://myanimelist.net/anime/37527/Nameless_Flipbook
11832|Nanatsu no Bitoku|5.23|TV (10 eps)|Jan 2018 - Mar 2018|https://myanimelist.net/anime/36847/Nanatsu_no_Bitoku
11833|Nekketsu Uchuujin|5.23|ONA (1 eps)|Oct 2009 - Oct 2009|https://myanimelist.net/anime/8935/Nekketsu_Uchuujin
11834|Pure Aluminum: Sunoko-tan.|5.23|OVA (1 eps)|Dec 2008 - Dec 2008|https://myanimelist.net/anime/35502/Pure_Aluminum__Sunoko-tan
11835|Raldessia Chronicles|5.23|ONA (1 eps)|May 2013 - May 2013|https://myanimelist.net/anime/32219/Raldessia_Chronicles
11836|Suzume no Oyado|5.23|Movie (1 eps)|1936 - 1936|https://myanimelist.net/anime/6827/Suzume_no_Oyado
11837|Tensai Banpaku Opening|5.23|ONA (2 eps)|Dec 2014 - Dec 2014|https://myanimelist.net/anime/29173/Tensai_Banpaku_Opening
11838|Thunder|5.23|Movie (1 eps)|1982 - 1982|https://myanimelist.net/anime/31259/Thunder
11839|Wena Wrist|5.23|Special (1 eps)|Jan 2020 - Jan 2020|https://myanimelist.net/anime/41192/Wena_Wrist
11840|Xiao Yeyou|5.23|ONA (1 eps)|Mar 2014 - Mar 2014|https://myanimelist.net/anime/32933/Xiao_Yeyou
11841|Youki ni Utaeba|5.23|Music (1 eps)|Dec 1964 - Dec 1964|https://myanimelist.net/anime/39874/Youki_ni_Utaeba
11842|"""Kinako"" Movie x Mameshiba"|5.23|Special (1 eps)|Jul 2010 - Jul 2010|https://myanimelist.net/anime/35632/Kinako_Movie_x_Mameshiba
11843|Asa wo Kitan|5.23|Music (1 eps)|Apr 1982 - Apr 1982|https://myanimelist.net/anime/39214/Asa_wo_Kitan
11844|Attack Zero x Evangelion|5.23|ONA (1 eps)|Nov 2020 - Nov 2020|https://myanimelist.net/anime/43745/Attack_Zero_x_Evangelion
11845|Bishoujo Yuugekitai Battle Skipper|5.23|OVA (3 eps)|Aug 1995 - Dec 1995|https://myanimelist.net/anime/1528/Bishoujo_Yuugekitai_Battle_Skipper
11846|Daimajuu Gekitou: Hagane no Oni|5.23|OVA (1 eps)|Dec 1987 - Dec 1987|https://myanimelist.net/anime/1819/Daimajuu_Gekitou__Hagane_no_Oni
11847|Doubutsu Tonarigumi|5.23|Movie (1 eps)|1941 - 1941|https://myanimelist.net/anime/28827/Doubutsu_Tonarigumi
11848|Fukashigi no Kazoekata|5.23|ONA (1 eps)|Sep 2012 - Sep 2012|https://myanimelist.net/anime/30105/Fukashigi_no_Kazoekata
11849|Himitsukessha Taka no Tsume x Glass no Kamen Desu ga|5.23|ONA (1 eps)|Mar 2013 - Mar 2013|https://myanimelist.net/anime/35612/Himitsukessha_Taka_no_Tsume_x_Glass_no_Kamen_Desu_ga
11850|Kaitou Reinya Pilot|5.23|Special (1 eps)|Jun 2010 - Jun 2010|https://myanimelist.net/anime/18375/Kaitou_Reinya_Pilot
11851|Kakomareta Sekai|5.23|ONA (1 eps)|1998 - 1998|https://myanimelist.net/anime/10354/Kakomareta_Sekai
11852|Agukaru|5.22|ONA (5 eps)|Sep 2010 - Apr 2014|https://myanimelist.net/anime/9689/Agukaru
11853|Akaoni to Aooni no Tango|5.22|Music (1 eps)|Dec 1977 - Dec 1977|https://myanimelist.net/anime/24861/Akaoni_to_Aooni_no_Tango
11854|Amaryllis|5.22|Music (1 eps)|Feb 1968 - Feb 1968|https://myanimelist.net/anime/36056/Amaryllis
11855|Ari-chan|5.22|Movie (1 eps)|1941 - 1941|https://myanimelist.net/anime/28245/Ari-chan
11856|Dengeki Oshioki Musume Gootaman: Gootaman Tanjou-hen|5.22|OVA (1 eps)|May 1994 - May 1994|https://myanimelist.net/anime/5025/Dengeki_Oshioki_Musume_Gootaman__Gootaman_Tanjou-hen
11857|Haruko no Bouken|5.22|Movie (1 eps)|1990 - 1990|https://myanimelist.net/anime/31583/Haruko_no_Bouken
11858|Heya (Music)|5.22|Music (1 eps)|2011 - 2011|https://myanimelist.net/anime/34910/Heya_Music
11859|Hizumu Realism|5.22|Music (1 eps)|Aug 2015 - Aug 2015|https://myanimelist.net/anime/32749/Hizumu_Realism
11860|Kowabon|5.22|TV (13 eps)|Oct 2015 - Dec 2015|https://myanimelist.net/anime/30948/Kowabon
11861|Kumo ga Haretara|5.22|Music (1 eps)|Jun 1987 - Jun 1987|https://myanimelist.net/anime/8717/Kumo_ga_Haretara
11862|Mahou no Chocolate|5.22|OVA (1 eps)|Aug 2001 - Aug 2001|https://myanimelist.net/anime/1949/Mahou_no_Chocolate
11863|Makai Tenshou|5.22|OVA (2 eps)|Feb 1998 - Mar 1998|https://myanimelist.net/anime/1455/Makai_Tenshou
11864|Netrun-mon the Movie|5.22|OVA (1 eps)|Nov 2004 - Nov 2004|https://myanimelist.net/anime/1075/Netrun-mon_the_Movie
11865|Pops|5.22|OVA (1 eps)|Jun 1993 - Jun 1993|https://myanimelist.net/anime/2093/Pops
11866|Ring of Gundam|5.22|Special (1 eps)|Aug 2009 - Aug 2009|https://myanimelist.net/anime/7060/Ring_of_Gundam
11867|Sarasoujuu no Hana no Iro|5.22|Movie (1 eps)|1971 - 1971|https://myanimelist.net/anime/29675/Sarasoujuu_no_Hana_no_Iro
11868|Scoopers|5.22|OVA (1 eps)|Dec 1987 - Dec 1987|https://myanimelist.net/anime/9239/Scoopers
11869|Star Wars/Force no Kakusei|5.22|ONA (1 eps)|Dec 2017 - Dec 2017|https://myanimelist.net/anime/37334/Star_Wars_Force_no_Kakusei
11870|Toute wa Sono Kotae|5.22|Music (1 eps)|Oct 2014 - Oct 2014|https://myanimelist.net/anime/32758/Toute_wa_Sono_Kotae
11871|Warui no wo Taose!! Salaryman Man|5.22|ONA (1 eps)|Nov 2004 - Nov 2004|https://myanimelist.net/anime/33791/Warui_no_wo_Taose_Salaryman_Man
11872|Mattsu to Yanma to Moburi-san 2: Suigun Otakara to Nazotoki no Shimajima|5.21|ONA (1 eps)|Oct 2014 - Oct 2014|https://myanimelist.net/anime/27951/Mattsu_to_Yanma_to_Moburi-san_2__Suigun_Otakara_to_Nazotoki_no_Shimajima
11873|Mutant Turtles: Choujin Densetsu-hen|5.21|OVA (2 eps)|May 1996 - May 1996|https://myanimelist.net/anime/1059/Mutant_Turtles__Choujin_Densetsu-hen
11874|Oshiri Kajiri Mushi (TV) 3rd Season|5.21|TV (10 eps)|Oct 2014 - Dec 2014|https://myanimelist.net/anime/27687/Oshiri_Kajiri_Mushi_TV_3rd_Season
11875|Peeping Life|5.21|TV (10 eps)|May 2009 - Aug 2009|https://myanimelist.net/anime/6525/Peeping_Life
11876|Peeping Life: Shinkon-chan Kansai ni Irasshai|5.21|ONA (1 eps)|Mar 2014 - Mar 2014|https://myanimelist.net/anime/24443/Peeping_Life__Shinkon-chan_Kansai_ni_Irasshai
11877|Sakura|5.21|Movie (1 eps)|1946 - 1946|https://myanimelist.net/anime/15455/Sakura
11878|The Baby Birds of Norman McLaren|5.21|Movie (1 eps)|2014 - 2014|https://myanimelist.net/anime/28765/The_Baby_Birds_of_Norman_McLaren
11879|Toumei Ningen|5.21|Movie (1 eps)|1969 - 1969|https://myanimelist.net/anime/29667/Toumei_Ningen
11880|Xanadu Dragonslayer Densetsu|5.21|OVA (1 eps)|Mar 1988 - Mar 1988|https://myanimelist.net/anime/5920/Xanadu_Dragonslayer_Densetsu
11881|Zashiki Warashi no Tatami-chan|5.21|ONA (12 eps)|Apr 2020 - Jun 2020|https://myanimelist.net/anime/41124/Zashiki_Warashi_no_Tatami-chan
11882|3-bu de Wakaru Koizumi Yakumo no Kaidan|5.21|ONA (7 eps)|May 2014 - Jul 2015|https://myanimelist.net/anime/37666/3-bu_de_Wakaru_Koizumi_Yakumo_no_Kaidan
11883|48x61|5.21|ONA (1 eps)|2002 - 2002|https://myanimelist.net/anime/10979/48x61
11884|663114|5.21|Movie (1 eps)|Sep 2011 - Sep 2011|https://myanimelist.net/anime/13971/663114
11885|Aoshima Megu|5.21|ONA (1 eps)|Jul 2017 - Jul 2017|https://myanimelist.net/anime/35933/Aoshima_Megu
11886|Crocotires Traction AAA|5.21|Movie (1 eps)|1999 - 1999|https://myanimelist.net/anime/34716/Crocotires_Traction_AAA
11887|Diabolik Lovers|5.21|TV (12 eps)|Sep 2013 - Dec 2013|https://myanimelist.net/anime/17513/Diabolik_Lovers
11888|Happy Hour|5.21|Music (1 eps)|Apr 2008 - Apr 2008|https://myanimelist.net/anime/32783/Happy_Hour
11889|Hoshi Uranai Kirakira|5.21|Music (1 eps)|Dec 1983 - Dec 1983|https://myanimelist.net/anime/29451/Hoshi_Uranai_Kirakira
11890|Hunger|5.21|Music (1 eps)|Jan 2014 - Jan 2014|https://myanimelist.net/anime/36070/Hunger
11891|Isobe Isobee with Nakata Yasutaka de Sourou|5.21|ONA (1 eps)|Apr 2017 - Apr 2017|https://myanimelist.net/anime/35475/Isobe_Isobee_with_Nakata_Yasutaka_de_Sourou
11892|Itazuraguma no Gloomy|5.21|TV (12 eps)|Apr 2021 - Jun 2021|https://myanimelist.net/anime/45587/Itazuraguma_no_Gloomy
11893|Against|5.20|ONA (1 eps)|Apr 2013 - Apr 2013|https://myanimelist.net/anime/34887/Against
11894|Alice in Deadly School|5.20|OVA (1 eps)|Mar 2021 - Mar 2021|https://myanimelist.net/anime/33839/Alice_in_Deadly_School
11895|Amakage|5.20|ONA (1 eps)|May 2012 - May 2012|https://myanimelist.net/anime/37545/Amakage
11896|Aoi Chou|5.20|Music (1 eps)|Nov 2008 - Nov 2008|https://myanimelist.net/anime/6856/Aoi_Chou
11897|Bouningen Weekend|5.20|ONA (20 eps)|Dec 2015 - Apr 2016|https://myanimelist.net/anime/33273/Bouningen_Weekend
11898|Chou Shounen Tanteidan Neo|5.20|TV (13 eps)|Jan 2017 - Mar 2017|https://myanimelist.net/anime/32830/Chou_Shounen_Tanteidan_Neo
11899|Choujin Locke Special|5.20|Special (1 eps)|1979 - 1979|https://myanimelist.net/anime/17048/Choujin_Locke_Special
11900|Circles|5.20|Music (1 eps)|Jul 2012 - Jul 2012|https://myanimelist.net/anime/32762/Circles
11901|Decadence: Remix|5.20|Music (1 eps)|Apr 2012 - Apr 2012|https://myanimelist.net/anime/37528/Decadence__Remix
11902|Fairy Ngoo|5.20|ONA (4 eps)|Apr 2019 - May 2019|https://myanimelist.net/anime/39708/Fairy_Ngoo
11903|Fin-tan|5.20|ONA (3 eps)|Feb 2017 - Sep 2017|https://myanimelist.net/anime/34980/Fin-tan
11904|Frogtoise|5.20|Music (1 eps)|2002 - 2002|https://myanimelist.net/anime/39259/Frogtoise
11905|Futago no Ookami Daibouken|5.20|Music (1 eps)|Oct 1980 - Oct 1980|https://myanimelist.net/anime/29179/Futago_no_Ookami_Daibouken
11906|Hello Again, JoJo|5.20|Music (1 eps)|Oct 2004 - Oct 2004|https://myanimelist.net/anime/42754/Hello_Again_JoJo
11907|Izakaya no Ichiya|5.20|Movie (1 eps)|Jun 1936 - Jun 1936|https://myanimelist.net/anime/6829/Izakaya_no_Ichiya
11908|Kage|5.20|Movie (1 eps)|1967 - 1967|https://myanimelist.net/anime/29677/Kage
11909|Kanzen Shouri Daiteiou|5.20|OVA (1 eps)|Dec 2001 - Dec 2001|https://myanimelist.net/anime/9221/Kanzen_Shouri_Daiteiou
11910|Koro wa Yane no Ue|5.20|Music (1 eps)|Dec 1986 - Dec 1986|https://myanimelist.net/anime/30077/Koro_wa_Yane_no_Ue
11911|Mahoutsukai Nara Miso wo Kue!|5.20|OVA (1 eps)|Jun 2012 - Jun 2012|https://myanimelist.net/anime/14479/Mahoutsukai_Nara_Miso_wo_Kue
11912|Marude Sekai|5.20|Music (1 eps)|Apr 1984 - Apr 1984|https://myanimelist.net/anime/29963/Marude_Sekai
11913|Murder|5.20|Movie (1 eps)|1964 - 1964|https://myanimelist.net/anime/3743/Murder
11914|Osu|5.20|Movie (1 eps)|Nov 1962 - Nov 1962|https://myanimelist.net/anime/1982/Osu
11915|Pa Para Papa|5.20|Music (1 eps)|Apr 2002 - Apr 2002|https://myanimelist.net/anime/37695/Pa_Para_Papa
11916|Riki-Oh 2: Horobi no Ko|5.20|OVA (1 eps)|Aug 1990 - Aug 1990|https://myanimelist.net/anime/3511/Riki-Oh_2__Horobi_no_Ko
11917|Tentoumushi no Otomurai|5.20|Movie (1 eps)|2006 - 2006|https://myanimelist.net/anime/12521/Tentoumushi_no_Otomurai
11918|To Disappear|5.20|Music (1 eps)|Mar 2016 - Mar 2016|https://myanimelist.net/anime/38757/To_Disappear
11919|Mahouka x Mameshiba|5.19|ONA (4 eps)|May 2017 - Jun 2017|https://myanimelist.net/anime/35631/Mahouka_x_Mameshiba
11920|Mameshi-Pamyu-Pamyu|5.19|Special (9 eps)|2012 - 2013|https://myanimelist.net/anime/33551/Mameshi-Pamyu-Pamyu
11921|Omake|5.19|Movie (1 eps)|2003 - 2003|https://myanimelist.net/anime/10674/Omake
11922|Saboten ga Nikui|5.19|Music (1 eps)|Jun 1988 - Jun 1988|https://myanimelist.net/anime/8679/Saboten_ga_Nikui
11923|Shukka Fuufu|5.19|Special (1 eps)|Oct 2014 - Oct 2014|https://myanimelist.net/anime/36674/Shukka_Fuufu
11924|Suntory Tennensui CMs|5.19|Special (17 eps)|2013 - Mar 2020|https://myanimelist.net/anime/33904/Suntory_Tennensui_CMs
11925|Taka no Tsume: Tokyo Comic Con 2017 no Ouen-dan ni Shuunin Kettei!|5.19|ONA (1 eps)|Jul 2017 - Jul 2017|https://myanimelist.net/anime/36132/Taka_no_Tsume__Tokyo_Comic_Con_2017_no_Ouen-dan_ni_Shuunin_Kettei
11926|Very! Merry!! Session!!!|5.19|Music (1 eps)|Apr 2018 - Apr 2018|https://myanimelist.net/anime/37845/Very_Merry_Session
11927|Violence Jack: Harlem Bomber-hen|5.19|OVA (1 eps)|Jun 1986 - Jun 1986|https://myanimelist.net/anime/1341/Violence_Jack__Harlem_Bomber-hen
11928|Zombie Clay Animation: Life of the Dead|5.19|OVA (4 eps)|2011 - 2012|https://myanimelist.net/anime/30089/Zombie_Clay_Animation__Life_of_the_Dead
11929|Anger|5.19|Music (1 eps)|May 2008 - May 2008|https://myanimelist.net/anime/39288/Anger
11930|Animegatari x Koukaku Kidoutai Collab Eizou|5.19|ONA (1 eps)|Jun 2015 - Jun 2015|https://myanimelist.net/anime/33512/Animegatari_x_Koukaku_Kidoutai_Collab_Eizou
11931|Arui Tekoteko|5.19|Music (1 eps)|Oct 2016 - Oct 2016|https://myanimelist.net/anime/40058/Arui_Tekoteko
11932|Byoudoku no Denpa|5.19|Movie (1 eps)|1926 - 1926|https://myanimelist.net/anime/34992/Byoudoku_no_Denpa
11933|Christmas Morgue|5.19|Music (1 eps)|Dec 2010 - Dec 2010|https://myanimelist.net/anime/36181/Christmas_Morgue
11934|Donna Donna|5.19|Music (1 eps)|Feb 1966 - Feb 1966|https://myanimelist.net/anime/8719/Donna_Donna
11935|Futari Zamurai Homare no Kawakiri|5.19|Movie (1 eps)|1963 - 1963|https://myanimelist.net/anime/29653/Futari_Zamurai_Homare_no_Kawakiri
11936|Ishii Hiroyuki x Saitou Souma Essay-shuu|5.19|ONA (1 eps)|Sep 2018 - Sep 2018|https://myanimelist.net/anime/38407/Ishii_Hiroyuki_x_Saitou_Souma_Essay-shuu
11937|Joint|5.19|Movie (1 eps)|2009 - 2009|https://myanimelist.net/anime/48961/Joint
11938|Kigurumikku V3|5.19|ONA (3 eps)|Apr 2009 - Jul 2009|https://myanimelist.net/anime/6318/Kigurumikku_V3
11939|112 Sabsections of Skyline|5.18|ONA (1 eps)|Oct 2007 - Oct 2007|https://myanimelist.net/anime/39286/112_Sabsections_of_Skyline
11940|Afro-Ken|5.18|OVA (1 eps)|Jun 2001 - Jun 2001|https://myanimelist.net/anime/2796/Afro-Ken
11941|Anison Nippon|5.18|ONA (1 eps)|Feb 2014 - Feb 2014|https://myanimelist.net/anime/32289/Anison_Nippon
11942|Brave Fire S0.9|5.18|Special (1 eps)|Apr 1987 - Apr 1987|https://myanimelist.net/anime/10044/Brave_Fire_S09
11943|Bunbuku Chagama (1958)|5.18|Movie (1 eps)|1958 - 1958|https://myanimelist.net/anime/29921/Bunbuku_Chagama_1958
11944|Fortissimo Bell|5.18|Music (1 eps)|Feb 2017 - Feb 2017|https://myanimelist.net/anime/36595/Fortissimo_Bell
11945|Fushigi Sekai Atagoul Monogatari|5.18|Movie (1 eps)|Mar 2003 - Mar 2003|https://myanimelist.net/anime/13423/Fushigi_Sekai_Atagoul_Monogatari
11946|Hwanggeum Nalgae 1.2.3.|5.18|Movie (1 eps)|Jan 1978 - Jan 1978|https://myanimelist.net/anime/16560/Hwanggeum_Nalgae_123
11947|Kid's Castle|5.18|Movie (1 eps)|1995 - 1995|https://myanimelist.net/anime/7451/Kids_Castle
11948|Kindan Joshi|5.18|TV (5 eps)|Dec 2020 - Jan 2021|https://myanimelist.net/anime/45596/Kindan_Joshi
11949|Kitsune to Circus|5.18|Movie (1 eps)|1948 - 1948|https://myanimelist.net/anime/24363/Kitsune_to_Circus
11950|Kurayami Santa|5.18|TV (13 eps)|Jul 2015 - Sep 2015|https://myanimelist.net/anime/30947/Kurayami_Santa
11951|Odin: Koushi Hansen Starlight|5.18|Movie (1 eps)|Aug 1985 - Aug 1985|https://myanimelist.net/anime/1287/Odin__Koushi_Hansen_Starlight
11952|Okashina Hotel|5.18|Special (1 eps)|2008 - 2008|https://myanimelist.net/anime/22841/Okashina_Hotel
11953|Poker|5.18|Music (1 eps)|2014 - 2014|https://myanimelist.net/anime/28687/Poker
11954|Psychedelic Afternoon|5.18|Music (1 eps)|Mar 2013 - Mar 2013|https://myanimelist.net/anime/25549/Psychedelic_Afternoon
11955|Sanjougattai Transformers Go!|5.18|OVA (10 eps)|Jul 2013 - Apr 2014|https://myanimelist.net/anime/19171/Sanjougattai_Transformers_Go
11956|Seiji no Rinrika|5.18|Movie (1 eps)|1926 - 1926|https://myanimelist.net/anime/35366/Seiji_no_Rinrika
11957|Seishoujo Kantai Virgin Fleet|5.18|OVA (3 eps)|Apr 1998 - Oct 1998|https://myanimelist.net/anime/1772/Seishoujo_Kantai_Virgin_Fleet
11958|Sleepy|5.18|Movie (1 eps)|1980 - 1980|https://myanimelist.net/anime/30334/Sleepy
11959|The Ghost of Cartoon|5.18|Special (1 eps)|Sep 2015 - Sep 2015|https://myanimelist.net/anime/40159/The_Ghost_of_Cartoon
11960|Usaband|5.18|ONA (1 eps)|Sep 2009 - Sep 2009|https://myanimelist.net/anime/32639/Usaband
11961|W-Tails Cat: A Strange Presence|5.18|ONA (7 eps)|May 2013 - Oct 2013|https://myanimelist.net/anime/20261/W-Tails_Cat__A_Strange_Presence
11962|Wild 7 Another Bouryaku Unga|5.18|TV (13 eps)|Apr 2002 - Aug 2002|https://myanimelist.net/anime/1745/Wild_7_Another_Bouryaku_Unga
11963|Wolf Guy|5.18|OVA (6 eps)|Dec 1992 - Jun 1993|https://myanimelist.net/anime/9526/Wolf_Guy
11964|Neko mo, Onda-ke|5.17|TV (12 eps)|Apr 2016 - Jun 2016|https://myanimelist.net/anime/32999/Neko_mo_Onda-ke
11965|Origami of Landscape|5.17|ONA (1 eps)|Jun 2013 - Jun 2013|https://myanimelist.net/anime/34633/Origami_of_Landscape
11966|Osamishi Tani no Wakare Uta|5.17|Movie (1 eps)|1971 - 1971|https://myanimelist.net/anime/30065/Osamishi_Tani_no_Wakare_Uta
11967|Sakana no Kuni|5.17|Movie (1 eps)|1928 - 1928|https://myanimelist.net/anime/34958/Sakana_no_Kuni
11968|Shashinki '87|5.17|Movie (1 eps)|1987 - 1987|https://myanimelist.net/anime/31265/Shashinki_87
11969|Ski Jumping Pairs: Road to Torino 2006|5.17|Movie (1 eps)|Jan 2006 - Jan 2006|https://myanimelist.net/anime/10627/Ski_Jumping_Pairs__Road_to_Torino_2006
11970|Super Mario World: Mario to Yoshi no Bouken Land|5.17|OVA (1 eps)|1991 - 1991|https://myanimelist.net/anime/32521/Super_Mario_World__Mario_to_Yoshi_no_Bouken_Land
11971|Wanna-Be's|5.17|OVA (1 eps)|Dec 1986 - Dec 1986|https://myanimelist.net/anime/4176/Wanna-Bes
11972|Dappys|5.17|TV (4 eps)|May 2017 - Oct 2017|https://myanimelist.net/anime/35516/Dappys
11973|Eat You Up/Bunny|5.17|Music (1 eps)|Feb 2012 - Feb 2012|https://myanimelist.net/anime/30433/Eat_You_Up_Bunny
11974|G-Taste (2010)|5.17|OVA (1 eps)|Nov 2010 - Nov 2010|https://myanimelist.net/anime/9600/G-Taste_2010
11975|Gakuen Handsome: Haitoku no Lesson|5.17|Music (2 eps)|May 2016 - May 2016|https://myanimelist.net/anime/33912/Gakuen_Handsome__Haitoku_no_Lesson
11976|Gene|5.17|Music (1 eps)|Jul 2009 - Jul 2009|https://myanimelist.net/anime/32775/Gene
11977|Human Gift|5.17|Music (1 eps)|Mar 2009 - Mar 2009|https://myanimelist.net/anime/36072/Human_Gift
11978|Inaba no Kuni no Usagi-san|5.17|Movie (1 eps)|1935 - 1935|https://myanimelist.net/anime/35389/Inaba_no_Kuni_no_Usagi-san
11979|Inaka Nezumi to Machi Nezumi|5.17|Movie (1 eps)|1959 - 1959|https://myanimelist.net/anime/29926/Inaka_Nezumi_to_Machi_Nezumi
11980|Inumarudashi|5.17|TV (4 eps)|Jun 2011 - Jul 2011|https://myanimelist.net/anime/10847/Inumarudashi
11981|JaJa Uma! Quartet|5.17|OVA (2 eps)|May 1997 - Sep 1997|https://myanimelist.net/anime/1855/JaJa_Uma_Quartet
11982|Joki Joki Tailor|5.17|Music (1 eps)|1981 - 1981|https://myanimelist.net/anime/30157/Joki_Joki_Tailor
11983|Juu-nin no Chiisa na Indian|5.17|Movie (1 eps)|1968 - 1968|https://myanimelist.net/anime/29409/Juu-nin_no_Chiisa_na_Indian
11984|Kaitei Daisensou: Ai no 20,000 Miles|5.17|Special (1 eps)|Jan 1981 - Jan 1981|https://myanimelist.net/anime/5581/Kaitei_Daisensou__Ai_no_20000_Miles
11985|Kimi wa Sou Kimeta|5.17|Music (1 eps)|Nov 2011 - Nov 2011|https://myanimelist.net/anime/30430/Kimi_wa_Sou_Kimeta
11986|Litchi DE Hikari Club|5.17|TV (8 eps)|Oct 2012 - Nov 2012|https://myanimelist.net/anime/15045/Litchi_DE_Hikari_Club
11987|Ahiru no Otegara|5.16|Movie (1 eps)|1931 - 1931|https://myanimelist.net/anime/6852/Ahiru_no_Otegara
11988|Azure Nihon Data Center|5.16|ONA (1 eps)|Feb 2014 - Feb 2014|https://myanimelist.net/anime/32377/Azure_Nihon_Data_Center
11989|Catalyst|5.16|Music (1 eps)|Dec 2015 - Dec 2015|https://myanimelist.net/anime/38501/Catalyst
11990|Digital Devil Story: Megami Tensei|5.16|OVA (1 eps)|Mar 1987 - Mar 1987|https://myanimelist.net/anime/2983/Digital_Devil_Story__Megami_Tensei
11991|Eien no Hou|5.16|Movie (1 eps)|Sep 2006 - Sep 2006|https://myanimelist.net/anime/6939/Eien_no_Hou
11992|Genei Toshi|5.16|Movie (1 eps)|1967 - 1967|https://myanimelist.net/anime/29665/Genei_Toshi
11993|Gulliver Funtouki|5.16|Movie (1 eps)|1950 - 1950|https://myanimelist.net/anime/6847/Gulliver_Funtouki
11994|Hakyuu Houshin Engi Recap|5.16|Special (1 eps)|Apr 2018 - Apr 2018|https://myanimelist.net/anime/37856/Hakyuu_Houshin_Engi_Recap
11995|Hyper-Psychic Geo Garaga|5.16|Movie (1 eps)|Oct 1989 - Oct 1989|https://myanimelist.net/anime/1833/Hyper-Psychic_Geo_Garaga
11996|Kinniku Banzuke: Kongou-kun no Daibouken!|5.16|TV (3 eps)|Jul 2001 - Aug 2001|https://myanimelist.net/anime/10360/Kinniku_Banzuke__Kongou-kun_no_Daibouken
11997|Kitakaze Kozou no Kantarou|5.16|Music (1 eps)|Dec 1974 - Dec 1974|https://myanimelist.net/anime/8681/Kitakaze_Kozou_no_Kantarou
11998|Kokoro no Chikara|5.16|Movie (1 eps)|1931 - 1931|https://myanimelist.net/anime/28047/Kokoro_no_Chikara
11999|Kremlin|5.16|ONA (5 eps)|Sep 2012 - Feb 2013|https://myanimelist.net/anime/15389/Kremlin
12000|Manga Revue Haru|5.16|Movie (1 eps)|1931 - 1931|https://myanimelist.net/anime/35403/Manga_Revue_Haru
12001|Medama Oyaji no April Fools'|5.16|Special (3 eps)|Apr 2018 - Apr 2018|https://myanimelist.net/anime/37668/Medama_Oyaji_no_April_Fools
12002|Nineko Gelée|5.16|ONA (1 eps)|Oct 2016 - Oct 2016|https://myanimelist.net/anime/33914/Nineko_Gelée
12003|Nonsense Monogatari Dai Ippen: Sarugashima|5.16|Movie (1 eps)|Feb 1931 - Feb 1931|https://myanimelist.net/anime/28695/Nonsense_Monogatari_Dai_Ippen__Sarugashima
12004|Nosferatu|5.16|Music (1 eps)|Feb 2012 - Feb 2012|https://myanimelist.net/anime/36115/Nosferatu
12005|Oshiri Tantei: Puputto Fumutto Kaiketsu Dance|5.16|Music (1 eps)|Dec 2017 - Dec 2017|https://myanimelist.net/anime/36983/Oshiri_Tantei__Puputto_Fumutto_Kaiketsu_Dance
12006|Saru Kani Gassen|5.16|Movie (1 eps)|-|https://myanimelist.net/anime/30059/Saru_Kani_Gassen
12007|Start|5.16|ONA (1 eps)|Nov 2019 - Nov 2019|https://myanimelist.net/anime/40660/Start
12008|Mama Gomennasai|5.15|Music (1 eps)|Aug 1964 - Aug 1964|https://myanimelist.net/anime/36382/Mama_Gomennasai
