Rank,Title,Score,Episodes,Airing
5486,Gad Guard,6.67,TV (26 eps),Apr 2003 - Sep 2003
5487,Getsuyoubi no Tawawa 2 Special,6.67,Special (1 eps),Dec 2021 - Dec 2021
5488,Goshuushou-sama Ninomiya-kun,6.67,TV (12 eps),Oct 2007 - Dec 2007
5489,Haikyuu!! Quest Picture Drama,6.67,OVA (3 eps),Sep 2014 - Sep 2014
5490,Hanaukyou Maid-tai OVA,6.67,OVA (3 eps),Sep 2001 - Nov 2001
5491,Hashiri Hajimeta bakari no Kimi ni,6.67,Music (1 eps),Dec 2016 - Dec 2016
5492,Hataraku Saibou Specials,6.67,Special (5 eps),Oct 2018 - Feb 2019
5493,Hatsukoi Limited.: Gentei Shoujo,6.67,Special (6 eps),Jul 2009 - Dec 2009
5494,Hatsumei Boy Kanipan,6.67,TV (31 eps),Jul 1998 - Jan 1999
5495,Hikari to Mizu no Daphne Specials,6.67,Special (2 eps),Apr 2004 - Oct 2004
5496,Hua Jianghu: Ling Zhu,6.67,ONA (41 eps),Oct 2015 - Jul 2016
5497,Inaka Isha,6.67,Movie (1 eps),Oct 2007 - Oct 2007
5498,Introduction,6.67,Music (1 eps),Nov 2021 - Nov 2021
5499,Jue Shi Wu Hun,6.67,ONA (260 eps),Oct 2020 -
5500,Juubee-chan: Lovely Gantai no Himitsu,6.67,TV (13 eps),Apr 1999 - Jun 1999
5501,Kakurenbo,6.67,Movie (1 eps),Sep 2004 - Sep 2004
5502,Kiddy GiRL-AND Pilot,6.67,OVA (1 eps),May 2007 - May 2007
5503,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Hashire! Ryoutsu-shiki Chinchin Densha,6.67,Special (1 eps),Apr 2006 - Apr 2006
5504,Konchuu Monogatari Minashigo Hutch,6.67,TV (91 eps),Apr 1970 - Dec 1971
5505,Koutetsu Tenshi Kurumi Encore,6.67,OVA (4 eps),Jul 2000 - Oct 2000
5506,Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,6.67,ONA (13 eps),Oct 2014 - Jan 2015
5507,Major 2nd,6.67,Special (1 eps),Jul 2016 - Jul 2016
5508,Mayoi Neko Overrun!,6.67,TV (13 eps),Apr 2010 - Jun 2010
5509,Moeru! Oniisan,6.67,TV (24 eps),Mar 1988 - Sep 1988
5510,Nana Maru San Batsu,6.67,TV (12 eps),Jul 2017 - Sep 2017
5511,Obey Me! Season 2,6.67,ONA (? eps),Jul 2022 -
5512,Paprika (Music),6.67,Music (1 eps),Aug 2019 - Aug 2019
5513,Peace Maker Kurogane Movie 1: Omou Michi,6.67,Movie (1 eps),Jun 2018 - Jun 2018
5514,Sanrio Danshi,6.67,TV (12 eps),Jan 2018 - Mar 2018
5515,Sasami-san@Ganbaranai,6.67,TV (12 eps),Jan 2013 - Mar 2013
5516,Sasuke,6.67,TV (29 eps),Sep 1968 - Mar 1969
5517,Senkou,6.67,Music (1 eps),Mar 2022 - Mar 2022
5518,Shinkon Gattai Godannar!!,6.67,TV (13 eps),Oct 2003 - Dec 2003
5519,Shirayuki Hime no Densetsu,6.67,TV (52 eps),Apr 1994 - Mar 1995
5520,Spriggan,6.67,Movie (1 eps),Sep 1998 - Sep 1998
5521,Stratos 4,6.67,TV (13 eps),Jan 2003 - Mar 2003
5522,Tennis no Ouji-sama: Message in a Bottle,6.67,Special (1 eps),Dec 2009 - Dec 2009
5523,Terra Formars: Revenge,6.67,TV (13 eps),Apr 2016 - Jun 2016
5524,Viva Namida,6.67,Music (1 eps),Sep 2013 - Sep 2013
5525,Manaria Friends,6.66,TV (10 eps),Jan 2019 - Mar 2019
5526,Master Mosquiton,6.66,OVA (6 eps),Nov 1996 - Apr 1997
5527,Megane na Kanojo,6.66,OVA (4 eps),Nov 2010 - Nov 2010
5528,Meng Qi Shi Shen: Huanxi Zhui Hun,6.66,ONA (12 eps),Jul 2022 -
5529,Mezzo DSA,6.66,TV (13 eps),Jan 2004 - Mar 2004
5530,Mobile Suit Gundam 0083: The Fading Light of Zeon,6.66,Movie (1 eps),Aug 1992 - Aug 1992
5531,Morita-san wa Mukuchi. 2,6.66,TV (13 eps),Oct 2011 - Dec 2011
5532,Nekogami Yaoyorozu: Ohanami Ghostbusters,6.66,OVA (1 eps),Mar 2012 - Mar 2012
5533,Night Wizard,6.66,TV (13 eps),Oct 2007 - Dec 2007
5534,Ninpuu Kamui Gaiden,6.66,TV (26 eps),Apr 1969 - Sep 1969
5535,Nintama Rantarou Movie: Ninjutsu Gakuen Zenin Shutsudou! no Dan,6.66,Movie (1 eps),Mar 2011 - Mar 2011
5536,Nyanpire The Animation,6.66,TV (12 eps),Jul 2011 - Sep 2011
5537,Onegai☆Teacher: Reminiscence Disc,6.66,OVA (1 eps),Mar 2003 - Mar 2003
5538,Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,6.66,TV (12 eps),Apr 2011 - Jun 2011
5539,Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken,6.66,Special (1 eps),Apr 2009 - Apr 2009
5540,Puka Puka Juju,6.66,Special (1 eps),Mar 2012 - Mar 2012
5541,Ranma ½: 1994 Music Calendar,6.66,OVA (1 eps),1993 - 1993
5542,Rewrite,6.66,TV (13 eps),Jul 2016 - Sep 2016
5543,Saibi,6.66,Movie (1 eps),Nov 2013 - Nov 2013
5544,Seigi wo Aisuru Mono Gekkou Kamen,6.66,TV (39 eps),Jan 1972 - Oct 1972
5545,Sengoku Majin Goushougun: Toki no Etranger,6.66,Movie (1 eps),Apr 1985 - Apr 1985
5546,Sensei no Ojikan: Doki Doki School Hours,6.66,TV (13 eps),Apr 2004 - Jun 2004
5547,Shin Koihime†Musou: Gunyuu, Minami no Shima de Bakansu wo Suru no Koto - Ato, Porori mo Aru yo!,6.66,OVA (1 eps),Jul 2010 - Jul 2010
5548,Shin Koihime†Musou: Otome Tairan - Gakuensai da yo! Zenin Shuugou no Koto,6.66,OVA (1 eps),Feb 2011 - Feb 2011
5549,Starship Troopers: Invasion,6.66,Movie (1 eps),Jul 2012 - Jul 2012
5550,Suki na Mono wa Suki Dakara Shou ga Nai!!,6.66,TV (12 eps),Jan 2005 - Mar 2005
5551,Teekyuu 5,6.66,TV (12 eps),Jul 2015 - Sep 2015
5552,Tensei shitara Slime Datta Ken: Kanwa - Veldora Nikki,6.66,Special (1 eps),Mar 2019 - Mar 2019
5553,Tottoko Hamtarou Hai!,6.66,TV (77 eps),Apr 2006 - Mar 2008
5554,Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken,6.66,Movie (1 eps),Dec 2001 - Dec 2001
5555,Visual Prison,6.66,TV (12 eps),Oct 2021 - Dec 2021
5556,Android Girl feat. Hatsune Miku,6.66,Music (1 eps),May 2019 - May 2019
5557,Bakegyamon,6.66,TV (51 eps),Apr 2006 - Mar 2007
5558,Battle Spirits: Sword Eyes Gekitouden,6.66,TV (21 eps),Apr 2013 - Sep 2013
5559,Boku no Tonari ni Ankoku Hakaishin ga Imasu.,6.66,TV (12 eps),Jan 2020 - Mar 2020
5560,Bokusatsu Tenshi Dokuro-chan 2,6.66,OVA (2 eps),Aug 2007 - Nov 2007
5561,Cardfight!! Vanguard G: Stride Gate-hen,6.66,TV (24 eps),Apr 2016 - Sep 2016
5562,Code:Realize - Sousei no Himegimi,6.66,TV (12 eps),Oct 2017 - Dec 2017
5563,Crayon Shin-chan Gaiden: Alien vs. Shinnosuke,6.66,ONA (13 eps),Aug 2016 - Oct 2016
5564,Dan Doh!!,6.66,TV (26 eps),Apr 2004 - Sep 2004
5565,Eureka Seven AO,6.66,TV (24 eps),Apr 2012 - Nov 2012
5566,Eureka Seven AO: One More Time - Lord Don't Slow Me Down,6.66,ONA (5 eps),Jan 2017 - Mar 2017
5567,Fate/Prototype,6.66,OVA (1 eps),Dec 2011 - Dec 2011
5568,Fate/Zero: Onegai! Einzbern Soudanshitsu,6.66,Special (6 eps),Mar 2012 - Sep 2012
5569,Ginyuu Mokushiroku Meine Liebe Wieder,6.66,TV (13 eps),Jan 2006 - Apr 2006
5570,Girls & Panzer: Shoukai Shimasu!,6.66,Special (2 eps),Nov 2012 - Dec 2012
5571,Godzilla: S.P,6.66,TV (13 eps),Apr 2021 - Jun 2021
5572,Harukana Receive,6.66,TV (12 eps),Jul 2018 - Sep 2018
5573,Hataraku Saibou Black,6.66,ONA (1 eps),Jan 2020 - Jan 2020
5574,Hikyou Tanken Fam & Ihrlie,6.66,OVA (4 eps),Jun 1995 - Feb 1996
5575,Hyakka Ryouran: Samurai After,6.66,OVA (2 eps),Jan 2015 - Jul 2015
5576,Jaku-Chara Tomozaki-kun Specials,6.66,Special (2 eps),May 2021 - Jun 2021
5577,Jigoku Sensei Nube (Movie),6.66,Movie (1 eps),Jul 1996 - Jul 1996
5578,Kami Kuzu☆Idol,6.66,TV (10 eps),Jul 2022 -
5579,Kasei Yakyoku,6.66,OVA (4 eps),Mar 1989 - Sep 1989
5580,Kimagure Orange☆Road: Tanabata Special,6.66,OVA (1 eps),Nov 1987 - Nov 1987
5581,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO: Mugen no Heiretsu Sekai,6.66,Special (1 eps),Dec 2019 - Dec 2019
5582,Lapis Re:LiGHTs,6.66,TV (12 eps),Jul 2020 - Sep 2020
5583,Mach GoGoGo,6.66,TV (52 eps),Apr 1967 - Mar 1968
5584,.hack//Unison,6.65,Special (1 eps),Oct 2003 - Oct 2003
5585,30-sai no Hoken Taiiku,6.65,TV (12 eps),Apr 2011 - Jun 2011
5586,Akakichi no Eleven,6.65,TV (52 eps),Apr 1970 - Apr 1971
5587,Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage,6.65,Special (7 eps),Dec 2014 - Jun 2015
5588,Anime Tenchou x Touhou Project,6.65,Special (1 eps),Nov 2010 - Nov 2010
5589,Ano Hi no Kanojo-tachi,6.65,ONA (8 eps),Mar 2018 - Nov 2018
5590,Ao no Kanata no Four Rhythm,6.65,TV (12 eps),Jan 2016 - Mar 2016
5591,Attacker You!,6.65,TV (58 eps),Apr 1984 - Jun 1985
5592,Bakusou Kyoudai Let's & Go MAX,6.65,TV (51 eps),Jan 1998 - Dec 1998
5593,Bibitto Love,6.65,Music (1 eps),May 2022 - May 2022
5594,Boku no Chikyuu wo Mamotte: Alice kara, Rin-kun e,6.65,Movie (1 eps),Feb 1995 - Feb 1995
5595,Cardfight!! Vanguard G: GIRS Crisis-hen,6.65,TV (26 eps),Oct 2015 - Apr 2016
5596,Chibi Maruko-chan Movie: Italia kara Kita Shounen,6.65,Movie (1 eps),Dec 2015 - Dec 2015
5597,D.C. I&II P.S.P. Re-Animated,6.65,OVA (1 eps),Oct 2010 - Oct 2010
5598,Dahufa,6.65,Movie (1 eps),Jul 2017 - Jul 2017
5599,Dakara Boku wa, H ga Dekinai.: Mie Sugi! Mizugi Contest,6.65,OVA (1 eps),Mar 2013 - Mar 2013
5600,DNA²,6.65,TV (12 eps),Oct 1994 - Dec 1994
5601,Dog Days' Specials,6.65,Special (13 eps),Sep 2012 - Mar 2013
5602,Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,6.65,Movie (1 eps),Jul 1989 - Jul 1989
5603,Dragon Crisis!,6.65,TV (12 eps),Jan 2011 - Mar 2011
5604,Fireball,6.65,TV (13 eps),Apr 2008 - Jun 2008
5605,FlashBack,6.65,Music (1 eps),Feb 2012 - Feb 2012
5606,Gasaraki,6.65,TV (25 eps),Oct 1998 - Mar 1999
5607,Getsuyoubi no Tawawa 2,6.65,ONA (12 eps),Sep 2021 - Dec 2021
5608,Hina Logi: From Luck & Logic,6.65,TV (12 eps),Jul 2017 - Sep 2017
5609,IS: Infinite Stratos,6.65,TV (12 eps),Jan 2011 - Apr 2011
5610,Isekai Quartet Movie: Another World,6.65,Movie (1 eps),Jun 2022 - Jun 2022
5611,Koisuru Shirokuma,6.65,Movie (9 eps),Mar 2017 - Jul 2018
5612,Kujira no Kora wa Sajou ni Manabu!,6.65,Special (2 eps),Jan 2018 - Mar 2018
5613,Lupin III: Napoleon no Jisho wo Ubae,6.65,Special (1 eps),Aug 1991 - Aug 1991
5614,Mai-HiME: Kuro no Mai/Saigo no Bansan,6.65,Special (1 eps),Jan 2010 - Jan 2010
5615,Mamotte Shugogetten!,6.65,TV (22 eps),Oct 1998 - Apr 1999
5616,Mao Zhi Ming,6.65,ONA (12 eps),Oct 2021 - Jan 2022
5617,Mazinger Z tai Ankoku Daishougun,6.65,Movie (1 eps),Jul 1974 - Jul 1974
5618,Medarot Damashii,6.65,TV (39 eps),Jul 2000 - Mar 2001
5619,Mobile Suit Gundam ZZ,6.65,TV (47 eps),Mar 1986 - Jan 1987
5620,Nautilus,6.65,Music (1 eps),Aug 2019 - Aug 2019
5621,Nil Admirari no Tenbin,6.65,TV (12 eps),Apr 2018 - Jun 2018
5622,Nobunaga the Fool,6.65,TV (24 eps),Jan 2014 - Jun 2014
5623,Nurse Witch Komugi-chan Magikarte Z,6.65,OVA (2 eps),Sep 2004 - Sep 2005
5624,Ojamajo Doremi OVA,6.65,OVA (3 eps),2001 - 2002
5625,Ore wo Suki nano wa Omae dake ka yo: Ore wa Teinei ni Susumeru,6.65,Special (1 eps),Dec 2019 - Dec 2019
5626,Pokemon Best Wishes! Season 2: Episode N,6.65,TV (14 eps),Jan 2013 - Apr 2013
5627,Pokemon: Mewtwo - Kakusei e no Prologue,6.65,Special (1 eps),Jul 2013 - Jul 2013
5628,Recorder to Randoseru Do♪,6.65,TV (13 eps),Jan 2012 - Mar 2012
5629,Sacred Seven: Shirogane no Tsubasa,6.65,Movie (1 eps),Jan 2012 - Jan 2012
5630,Seton Doubutsuki: Risu no Banner,6.65,TV (26 eps),Apr 1979 - Sep 1979
5631,Shin Chuuka Ichiban! 2nd Season,6.65,TV (12 eps),Jan 2021 - Mar 2021
5632,Shinkansen Henkei Robo Shinkalion: Mirai kara Kita Shinsoku no ALFA-X,6.65,Movie (1 eps),Dec 2019 - Dec 2019
5633,Strike Witches: 501 Butai Hasshin Shimasu! Movie,6.65,Movie (1 eps),Oct 2019 - Oct 2019
5634,The Kabocha Wine,6.65,TV (95 eps),Jul 1982 - Aug 1984
5635,Tokimeki Memorial: Only Love Specials,6.65,Special (2 eps),Sep 2007 - Sep 2007
5636,Touch 2: Sayonara no Okurimono,6.65,Movie (1 eps),Dec 1986 - Dec 1986
5637,Touch 3: Kimi ga Toorisugita Ato ni - Don't Pass Me By,6.65,Movie (1 eps),Apr 1987 - Apr 1987
5638,Touch: Miss Lonely Yesterday - Are kara, Kimi wa...,6.65,Special (1 eps),Dec 1998 - Dec 1998
5639,Transformers Galaxy Force,6.65,TV (52 eps),Jan 2005 - Dec 2005
5640,Tsubame,6.65,Music (1 eps),Dec 2021 - Dec 2021
5641,Tsukiuta. The Animation 2,6.65,TV (13 eps),Oct 2020 - Dec 2020
5642,Ultra Maniac OVA,6.65,OVA (1 eps),Aug 2002 - Aug 2002
5643,Urusei Yatsura: Haru da, Tobidase!,6.65,Special (1 eps),Mar 1982 - Mar 1982
5644,Wild Arms: Twilight Venom,6.65,TV (22 eps),Oct 1999 - Mar 2000
5645,Wo Jia Da Shixiong Naozi You Keng,6.65,ONA (26 eps),Apr 2018 - Jun 2018
5646,Mahou Shoujo Ore,6.64,TV (12 eps),Apr 2018 - Jun 2018
5647,Majin Bone,6.64,TV (52 eps),Apr 2014 - Mar 2015
5648,Mao Yao de Huo Han,6.64,ONA (20 eps),Dec 2018 - Jun 2019
5649,Meiji Tokyo Renka Movie 1: Yumihari no Serenade,6.64,Movie (1 eps),Jul 2015 - Jul 2015
5650,Mikagura Gakuen Kumikyoku,6.64,Music (5 eps),Feb 2015 - Feb 2015
5651,Milabo,6.64,Music (1 eps),Jul 2020 - Jul 2020
5652,Mirai Robo Daltanias,6.64,TV (47 eps),Mar 1979 - Mar 1980
5653,Mobile Suit Gundam AGE: Memory of Eden,6.64,OVA (2 eps),Jul 2013 - Jul 2013
5654,Mobile Suit Gundam F91,6.64,Movie (1 eps),Mar 1991 - Mar 1991
5655,Mobile Suit Gundam MS IGLOO 2: Gravity of the Battlefront,6.64,OVA (3 eps),Oct 2008 - Apr 2009
5656,Otome wa Boku ni Koishiteru Special,6.64,Special (1 eps),Apr 2007 - Apr 2007
5657,Overlord: Ple Ple Pleiades 4,6.64,ONA (? eps),Jul 2022 -
5658,Papuwa,6.64,TV (26 eps),Sep 2003 - Mar 2004
5659,Pucca (TV),6.64,TV (26 eps),Sep 2006 - May 2007
5660,Re:Zero kara Hajimeru Break Time,6.64,Special (11 eps),Apr 2016 - Jun 2016
5661,Recorder to Randoseru Mi☆,6.64,TV (12 eps),Jul 2013 - Sep 2013
5662,Renai Boukun,6.64,TV (12 eps),Apr 2017 - Jun 2017
5663,Road to You,6.64,ONA (3 eps),Oct 2017 - Oct 2019
5664,Sakigake!! Otokojuku Movie,6.64,Movie (1 eps),Jul 1988 - Jul 1988
5665,Sasami: Mahou Shoujo Club,6.64,TV (13 eps),Apr 2006 - Jul 2006
5666,Shin Cutey Honey,6.64,OVA (8 eps),Apr 1994 - Nov 1995
5667,Shuumatsu no Walküre,6.64,ONA (12 eps),Jun 2021 - Jun 2021
5668,Spoon Oba-san,6.64,TV (130 eps),Apr 1983 - Mar 1984
5669,Transformers: Choujin Master Force,6.64,TV (43 eps),Apr 1988 - Mar 1989
5670,Tsukumo,6.64,Movie (1 eps),Jun 2012 - Jun 2012
5671,Wakaokami wa Shougakusei!,6.64,TV (24 eps),Apr 2018 - Sep 2018
5672,Yu☆Gi☆Oh! VRAINS,6.64,TV (120 eps),May 2017 - Sep 2019
5673,Amaenaide yo!!: Yasumanaide yo!!,6.64,Special (1 eps),Dec 2005 - Dec 2005
5674,Ame to Cappuccino,6.64,Music (1 eps),Aug 2019 - Aug 2019
5675,Bananya: Fushigi na Nakama-tachi,6.64,TV (13 eps),Oct 2019 - Dec 2019
5676,Beautiful World,6.64,Music (1 eps),Dec 2014 - Dec 2014
5677,Cardfight!! Vanguard: will+Dress,6.64,TV (? eps),Jul 2022 -
5678,Chiisana Viking Vickie,6.64,TV (78 eps),Apr 1974 - Sep 1975
5679,Chirorin Mura Monogatari,6.64,TV (170 eps),Apr 1992 - Mar 1993
5680,Chocchan Monogatari,6.64,Movie (1 eps),Mar 1996 - Mar 1996
5681,Choujuushin Gravion Zwei,6.64,TV (12 eps),Jan 2004 - Mar 2004
5682,Condom Battler Gorou,6.64,ONA (4 eps),Jun 2020 - Jun 2020
5683,Coyote Ragtime Show,6.64,TV (12 eps),Jul 2006 - Sep 2006
5684,Dondon Dommel to Ron,6.64,TV (52 eps),Apr 1988 - Mar 1989
5685,Fight Ippatsu! Juuden-chan!!,6.64,TV (12 eps),Jun 2009 - Sep 2009
5686,Gakuen Heaven: Hamu Hamu Heaven,6.64,Special (12 eps),Jul 2006 - Dec 2006
5687,Gilgamesh,6.64,TV (26 eps),Nov 2003 - Mar 2004
5688,Glass no Usagi,6.64,Movie (1 eps),Sep 2005 - Sep 2005
5689,God Eater Prologue,6.64,Special (1 eps),Sep 2009 - Sep 2009
5690,Granblue Fantasy The Animation,6.64,TV (13 eps),Apr 2017 - Jun 2017
5691,Hataraku Saibou: Necchuushou - Moshimo Pocari Sweat ga Attara,6.64,ONA (1 eps),Jul 2019 - Jul 2019
5692,Ichigo 100%,6.64,TV (12 eps),Apr 2005 - Jun 2005
5693,Kashimashi: Girl Meets Girl,6.64,TV (12 eps),Jan 2006 - Mar 2006
5694,Kiss x Sis (TV),6.64,TV (12 eps),Apr 2010 - Jun 2010
5695,Koukyoushihen Eureka Seven Hi-Evolution 3: Eureka,6.64,Movie (1 eps),Nov 2021 - Nov 2021
5696,Kurogane Communication,6.64,TV (24 eps),Oct 1998 - Mar 1999
5697,Ling Yu 3rd Season,6.64,ONA (12 eps),Jul 2016 - Oct 2016
5698,Accel World: Infinite∞Burst,6.63,Movie (1 eps),Jul 2016 - Jul 2016
5699,Akihabara Dennou-gumi: 2011-nen no Natsuyasumi,6.63,Movie (1 eps),Aug 1999 - Aug 1999
5700,Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai,6.63,ONA (1 eps),Dec 2009 - Dec 2009
5701,Bakumatsu no Spasibo,6.63,Movie (1 eps),Sep 1997 - Sep 1997
5702,Bari Bari Densetsu (1987),6.63,Movie (1 eps),Aug 1987 - Aug 1987
5703,Blue Thermal,6.63,Movie (1 eps),Mar 2022 - Mar 2022
5704,Cardfight!! Vanguard: Shinemon-hen,6.63,TV (31 eps),Aug 2019 - Mar 2020
5705,Crayon Shin-chan Movie 13: Densetsu wo Yobu Buriburi 3 Pun Dai Shingeki,6.63,Movie (1 eps),Apr 2005 - Apr 2005
5706,Cutey Honey F,6.63,TV (39 eps),Feb 1997 - Jan 1998
5707,Dilemma,6.63,Music (1 eps),Mar 2022 - Mar 2022
5708,Dimension W: Short Track/Robot wa Sentou no Yume wo Miruka,6.63,Special (1 eps),Aug 2016 - Aug 2016
5709,Eyeshield 21: Maboroshi no Golden Bowl,6.63,Special (1 eps),Aug 2004 - Aug 2004
5710,Happy☆Lesson (TV),6.63,TV (13 eps),Apr 2002 - Jun 2002
5711,Happy☆Lesson: Hoka Hoka★Kanna to Futari Kiri,6.63,Special (1 eps),2002 - 2002
5712,Haze Haseru Hateru made,6.63,Music (1 eps),Oct 2019 - Oct 2019
5713,Hi no Tori 2772: Ai no CosmoZone,6.63,Movie (1 eps),Mar 1980 - Mar 1980
5714,Inazuma Eleven Go: Galaxy,6.63,TV (43 eps),May 2013 - Mar 2014
5715,Kamui no Ken,6.63,Movie (1 eps),Mar 1985 - Mar 1985
5716,Kemushi no Boro,6.63,Movie (1 eps),Mar 2018 - Mar 2018
5717,Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen,6.63,TV (12 eps),Oct 2020 - Dec 2020
5718,Koisuru Tenshi Angelique: Kagayaki no Ashita Special,6.63,Special (1 eps),Apr 2007 - Apr 2007
5719,Kyoto Animation: Souzou-hen,6.63,Special (1 eps),Jul 2021 - Jul 2021
5720,Kyouryuu Daisensou Izenborg,6.63,TV (39 eps),Oct 1977 - Jun 1978
5721,Lucky☆Orb feat. Hatsune Miku,6.63,Music (1 eps),May 2019 - May 2019
5722,MahoYome,6.63,ONA (24 eps),Oct 2017 - Mar 2018
5723,Manga Mitokoumon,6.63,TV (46 eps),Sep 1981 - Jul 1981
5724,Min Diao Ju Yi Wen Lu,6.63,ONA (12 eps),Aug 2020 - Oct 2020
5725,Mokei Senshi Gunpla Builders Beginning G,6.63,Special (3 eps),Aug 2010 - Dec 2010
5726,Monster Extra: Hottan,6.63,Special (1 eps),Sep 2004 - Sep 2004
5727,Monster Strike the Movie: Lucifer - Zetsubou no Yoake,6.63,Movie (1 eps),Nov 2020 - Nov 2020
5728,Nagagutsu wo Haita Neko no Bouken,6.63,TV (26 eps),Apr 1992 - Sep 1992
5729,Nekogami Yaoyorozu,6.63,TV (12 eps),Jul 2011 - Sep 2011
5730,Nurse Witch Komugi-chan Magikarte,6.63,OVA (5 eps),Aug 2002 - Apr 2004
5731,Overlord: Ple Ple Pleiades - Clementine Toubou-hen,6.63,ONA (3 eps),Nov 2018 - Nov 2018
5732,Project BLUE Chikyuu SOS,6.63,TV (6 eps),Jul 2006 - Dec 2006
5733,Seireitsukai no Blade Dance Specials,6.63,Special (6 eps),Oct 2014 - Mar 2015
5734,Shugo Chara! Party!,6.63,TV (25 eps),Oct 2009 - Mar 2010
5735,Star Driver the Movie,6.63,Movie (1 eps),Feb 2013 - Feb 2013
5736,Tide-Line Blue,6.63,TV (12 eps),Jul 2005 - Sep 2005
5737,Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess,6.63,Movie (1 eps),Dec 2002 - Dec 2002
5738,True Tears Epilogue,6.63,Music (1 eps),Mar 2010 - Mar 2010
5739,Tsuki ga Kirei: Michinori,6.63,Special (1 eps),May 2017 - May 2017
5740,Turn A Gundam II Movie: Moonlight Butterfly,6.63,Movie (1 eps),Feb 2002 - Feb 2002
5741,Wakako-zake,6.63,TV (12 eps),Jul 2015 - Sep 2015
5742,Wellber no Monogatari: Sisters of Wellber,6.63,TV (13 eps),Apr 2007 - Jun 2007
5743,Yamato Takeru,6.63,TV (37 eps),Apr 1994 - Dec 1994
5744,Yesterday wo Utatte: Haishin-ban Episode,6.63,ONA (6 eps),Apr 2020 - Jun 2020
5745,Zhen Wu Dianfeng,6.63,ONA (40 eps),Dec 2021 - May 2022
5746,Mahouka Koukou no Yuutousei,6.62,TV (13 eps),Jul 2021 - Sep 2021
5747,Mamotte! Lollipop,6.62,TV (13 eps),Jul 2006 - Sep 2006
5748,Maze☆Bakunetsu Jikuu (TV),6.62,TV (25 eps),Apr 1997 - Sep 1997
5749,Mirai Shounen Conan: Kyodaiki Gigant no Fukkatsu,6.62,Movie (1 eps),Mar 1984 - Mar 1984
5750,MM! Specials,6.62,Special (9 eps),Dec 2010 - May 2011
5751,Nagasaki 1945: Angelus no Kane,6.62,Movie (1 eps),Sep 2005 - Sep 2005
5752,Nyanko Days,6.62,TV (12 eps),Jan 2017 - Mar 2017
5753,Persona 4 the Golden Animation,6.62,TV (12 eps),Jul 2014 - Sep 2014
5754,Pokemon Best Wishes! Season 2: Decolora Adventure - Dent to Takeshi! Gyarados no Gekirin!!,6.62,Special (1 eps),Oct 2013 - Oct 2013
5755,Porte,6.62,Music (2 eps),Jul 2019 - Aug 2019
5756,Qin Shi Mingyue: Ye Jin Tianming,6.62,TV (18 eps),Jul 2008 - Aug 2008
5757,Ray The Animation,6.62,TV (13 eps),Apr 2006 - Jun 2006
5758,Shamanic Princess,6.62,OVA (6 eps),Jun 1996 - Jun 1998
5759,Sinbi Apateu: Ghost Ball Bimil,6.62,TV (24 eps),Jul 2016 - Jan 2017
5760,Skull Man,6.62,TV (13 eps),Apr 2007 - Jul 2007
5761,Super Doll Licca-chan,6.62,TV (52 eps),Oct 1998 - Sep 1999
5762,Super Robot Taisen OG The Animation,6.62,OVA (3 eps),May 2005 - Dec 2005
5763,Sword Art Online II: Debriefing,6.62,Special (1 eps),Oct 2014 - Oct 2014
5764,Teekyuu 7,6.62,TV (12 eps),Jan 2016 - Mar 2016
5765,Tekken: Blood Vengeance,6.62,Movie (1 eps),Jul 2011 - Jul 2011
5766,Telepathy Shoujo Ran,6.62,TV (26 eps),Jun 2008 - Dec 2008
5767,Tenshi no 3P!,6.62,TV (12 eps),Jul 2017 - Sep 2017
5768,Tenshi no Agape,6.62,Music (1 eps),Dec 2021 - Dec 2021
5769,The King of Fighters XV,6.62,ONA (1 eps),Feb 2022 - Feb 2022
5770,Toriko: Barbarian Ivy wo Hokaku Seyo!,6.62,Special (1 eps),Oct 2010 - Oct 2010
5771,Tsukuyomi: Moon Phase Special,6.62,Special (1 eps),Feb 2006 - Feb 2006
5772,Yoku Wakaru Gendai Mahou: Cruncha Cruncha Cruncha,6.62,Special (1 eps),Jun 2009 - Jun 2009
5773,Yoru wa Neko to Issho,6.62,TV (? eps),Aug 2022 -
5774,8-gatsu no Symphony: Shibuya 2002-2003,6.62,Movie (1 eps),Aug 2009 - Aug 2009
5775,Bayonetta: Bloody Fate,6.62,Movie (1 eps),Nov 2013 - Nov 2013
5776,Cardfight!! Vanguard G: Next,6.62,TV (52 eps),Oct 2016 - Oct 2017
5777,Cinderella Girls Gekijou 2nd Season,6.62,TV (13 eps),Oct 2017 - Dec 2017
5778,Cooking Papa,6.62,TV (151 eps),Apr 1992 - May 1995
5779,Di Gi Charat Natsuyasumi Special,6.62,Special (4 eps),Aug 2001 - Aug 2001
