Rank,Title,Score,Episodes,Airing
5940,Hakuouki: Otogisoushi,6.59,TV (12 eps),Apr 2016 - Jun 2016
5941,Hanaukyou Maid-tai,6.59,TV (12 eps),Apr 2001 - Jun 2001
5942,Hikari no Megami,6.59,Special (1 eps),Jun 2014 - Jun 2014
5943,Hitori no Shita: The Outcast Fanwai Pian,6.59,ONA (2 eps),Sep 2018 - Apr 2019
5944,Kage kara Mamoru!,6.59,TV (12 eps),Jan 2006 - Mar 2006
5945,Kanamewo,6.59,ONA (1 eps),Nov 2015 - Nov 2015
5946,Koharu Biyori,6.59,OVA (3 eps),Oct 2007 - Mar 2008
5947,Koukaku Kidoutai: SAC_2045,6.59,ONA (12 eps),Apr 2020 - Apr 2020
5948,Kurokami: Intermission,6.59,Special (1 eps),Apr 2009 - Apr 2009
5949,Love Live! x Watering KissMint Collaboration CM,6.59,Special (1 eps),Feb 2016 - Feb 2016
5950,M3: Sono Kuroki Hagane,6.59,TV (24 eps),Apr 2014 - Sep 2014
5951,Aru Machi Kado no Monogatari,6.58,Movie (1 eps),Nov 1962 - Nov 1962
5952,Astarotte no Omocha! EX,6.58,OVA (1 eps),Sep 2011 - Sep 2011
5953,Bannou Bunka Neko-Musume (1998),6.58,TV (12 eps),Jan 1998 - Mar 1998
5954,Bear Bear Bear Kuma!,6.58,ONA (12 eps),Oct 2020 - Dec 2020
5955,Chain Chronicle: Haecceitas no Hikari,6.58,TV (12 eps),Jan 2017 - Mar 2017
5956,Choujikuu Kidan Southern Cross,6.58,TV (23 eps),Apr 1984 - Sep 1984
5957,Chunqiu Feng Shen,6.58,ONA (24 eps),Jul 2021 - Nov 2021
5958,Digimon Universe: Appli Monsters,6.58,TV (52 eps),Oct 2016 - Sep 2017
5959,Final Fantasy XV: Episode Ardyn - Prologue,6.58,ONA (1 eps),Feb 2019 - Feb 2019
5960,Force Live,6.58,Music (1 eps),Nov 2017 - Nov 2017
5961,Genji Tsuushin Agedama,6.58,TV (51 eps),Oct 1991 - Sep 1992
5962,Getsuyoubi no Tawawa Specials,6.58,Special (2 eps),Dec 2016 - Dec 2016
5963,Gundam: G no Reconguista Movie I - Ike! Core Fighter,6.58,Movie (1 eps),Nov 2019 - Nov 2019
5964,Harukanaru Toki no Naka de 3: Kurenai no Tsuki Special,6.58,Special (1 eps),2008 - 2008
5965,Hurricane Live! 2033,6.58,Special (5 eps),Jun 1990 - Jun 1990
5966,Ikkitousen: Shuugaku Toushi Keppuuroku,6.58,OVA (1 eps),Nov 2011 - Nov 2011
5967,Jigoku Shoujo: Yoi no Togi,6.58,TV (6 eps),Jul 2017 - Aug 2017
5968,Joshikousei: Girl's High,6.58,TV (12 eps),Apr 2006 - Jun 2006
5969,Kamigawa: Kagayakeru Sekai,6.58,ONA (1 eps),Feb 2022 - Feb 2022
5970,Kemono Friends: Bus-teki,6.58,ONA (1 eps),Apr 2017 - Apr 2017
5971,Kita e.: Diamond Dust Drops,6.58,TV (12 eps),Jan 2004 - Apr 2004
5972,Kono Machi ni Hare wa Konai,6.58,Music (1 eps),Jan 2022 - Jan 2022
5973,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,6.58,TV (26 eps),Apr 2019 - Oct 2019
5974,Koyoi wa Halloween Night!,6.58,Music (1 eps),Oct 2020 - Oct 2020
5975,Ling Yu 4th Season,6.58,ONA (12 eps),Dec 2016 - Feb 2017
5976,Master Mosquiton '99,6.58,TV (26 eps),Sep 1997 - Mar 1998
5977,Nanaka 6/17,6.58,TV (12 eps),Jan 2003 - Mar 2003
5978,Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sanii-gou,6.58,Special (1 eps),Mar 2011 - Mar 2011
5979,Oda Cinnamon Nobunaga,6.58,TV (12 eps),Jan 2020 - Mar 2020
5980,Ojisan to Marshmallow,6.58,TV (12 eps),Jan 2016 - Mar 2016
5981,Papa to Odorou,6.58,TV (16 eps),Jul 1999 - Jul 1999
5982,Peace Maker Kurogane Special,6.58,Special (1 eps),Dec 2003 - Dec 2003
5983,Repaint,6.58,Music (1 eps),Feb 2022 - Feb 2022
5984,Ryuugajou Nanana no Maizoukin,6.58,Special (1 eps),Dec 2011 - Dec 2011
5985,Saber Marionette R,6.58,OVA (3 eps),May 1995 - Sep 1995
5986,Sango Shou Densetsu: Aoi Umi no Elfie,6.58,Movie (1 eps),May 1986 - May 1986
5987,Sayonara Zetsubou Sensei Special Omake,6.58,Special (1 eps),Jan 2012 - Jan 2012
5988,Spirit of Wonder: China-san Tanpenshuu,6.58,Special (3 eps),Jan 2001 - Jan 2004
5989,Strike Witches: 501 Butai Hasshin Shimasu!,6.58,TV (12 eps),Apr 2019 - Jun 2019
5990,To Heart,6.58,TV (13 eps),Apr 1999 - Jun 1999
5991,Ueno-san wa Bukiyou,6.58,TV (12 eps),Jan 2019 - Mar 2019
5992,Uma Musume: Pretty Derby,6.58,ONA (1 eps),Mar 2016 - Mar 2016
5993,Winter Garden,6.58,Special (2 eps),Dec 2006 - Dec 2006
5994,Xiyou Ji: Dasheng Guilai,6.58,Movie (1 eps),Jul 2015 - Jul 2015
5995,Yu☆Gi☆Oh!: Hikari no Pyramid,6.58,Movie (1 eps),Aug 2004 - Aug 2004
5996,Mahoutsukai Sally,6.57,TV (109 eps),Dec 1966 - Dec 1968
5997,Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,6.57,Movie (1 eps),Aug 2010 - Aug 2010
5998,Monkey Turn V,6.57,TV (25 eps),Jul 2004 - Dec 2004
5999,Parade,6.57,Music (1 eps),Mar 2019 - Mar 2019
6000,Pastel Life,6.57,TV (6 eps),May 2018 - Jun 2018
6001,Princess Tutu Recaps,6.57,Special (3 eps),Dec 2002 - May 2003
6002,RDG: Red Data Girl,6.57,TV (12 eps),Apr 2013 - Jun 2013
6003,Saezuru Doubutsu wa Yarushikanai!,6.57,ONA (30 eps),Dec 2019 - Aug 2020
6004,Saint October,6.57,TV (26 eps),Jan 2007 - Jun 2007
6005,Saki Achiga-hen: Episode of Side-A - Kuro no Tanjoubi,6.57,Special (1 eps),Mar 2015 - Mar 2015
6006,Sengoku Musou SP: Sanada no Shou,6.57,Special (1 eps),Mar 2014 - Mar 2014
6007,Sengoku Otome: Momoiro Paradox,6.57,TV (13 eps),Apr 2011 - Jun 2011
6008,Sensei no Ojikan: Doki Doki School Hours OVA,6.57,OVA (7 eps),Aug 2004 - Feb 2005
6009,Shadow Skill (1996),6.57,OVA (3 eps),Sep 1996 - Nov 1996
6010,Shu,6.57,ONA (1 eps),Mar 2019 - Mar 2019
6011,Sword Art Online: Sword Art Offline - Extra Edition,6.57,Special (1 eps),Apr 2014 - Apr 2014
6012,Tales of Crestoria: Toga Waga wo Shoite Kare wa Tatsu,6.57,Special (1 eps),Oct 2020 - Oct 2020
6013,Teekyuu,6.57,TV (12 eps),Oct 2012 - Dec 2012
6014,Tsuyokiss,6.57,TV (12 eps),Jul 2006 - Sep 2006
6015,Wagaya no Oinari-sama.: Kuu-chan no Omake Gekijou,6.57,Special (12 eps),Jul 2008 - Jun 2009
6016,X/1999,6.57,Movie (1 eps),Aug 1996 - Aug 1996
6017,Yuu☆Yuu☆Hakusho: Eizou Hakusho - Opening Ending Encyclopedia,6.57,Special (1 eps),Oct 1995 - Oct 1995
6018,86 Part 2 Recaps,6.57,Special (2 eps),Nov 2021 - Mar 2022
6019,Ai no Gakkou Cuore Monogatari,6.57,TV (26 eps),Apr 1981 - Sep 1981
6020,Anime de Wakaru Shinryounaika,6.57,ONA (20 eps),Feb 2015 - Jun 2015
6021,Battle Spirits: Sword Eyes,6.57,TV (29 eps),Sep 2012 - Mar 2013
6022,Chuuzumou,6.57,Movie (1 eps),Jan 2010 - Jan 2010
6023,Comic Party,6.57,TV (13 eps),Apr 2001 - Jun 2001
6024,Dakara Boku wa, H ga Dekinai.,6.57,TV (12 eps),Jul 2012 - Sep 2012
6025,DearS,6.57,TV (12 eps),Jul 2004 - Sep 2004
6026,Dragon Ball Z: Summer Vacation Special,6.57,Special (1 eps),Jul 1992 - Jul 1992
6027,Fate/kaleid liner Prisma☆Illya: Prisma☆Phantasm,6.57,Movie (1 eps),Jun 2019 - Jun 2019
6028,Freezing Specials,6.57,Special (6 eps),Mar 2011 - Aug 2011
6029,Ginga Tetsudou 999: Eternal Fantasy,6.57,Movie (1 eps),Mar 1998 - Mar 1998
6030,Girls & Panzer Movie: 3-pun Chotto de Wakaru!! Girls & Panzer,6.57,Movie (1 eps),Nov 2015 - Nov 2015
6031,Golgo 13: Queen Bee,6.57,OVA (1 eps),May 1998 - May 1998
6032,Happy☆Lucky Bikkuriman,6.57,TV (46 eps),Oct 2006 - Sep 2007
6033,Harukanaru Toki no Naka de 3: Owarinaki Unmei,6.57,Special (1 eps),Jan 2010 - Jan 2010
6034,Howling,6.57,Music (1 eps),Aug 2021 - Aug 2021
6035,Hyakka Ryouran: Samurai Bride Specials,6.57,Special (6 eps),Jun 2013 - Nov 2013
6036,I★Chu: Halfway Through the Idol,6.57,TV (12 eps),Jan 2021 - Mar 2021
6037,Iketeru Futari,6.57,TV (16 eps),Feb 1999 - Feb 1999
6038,Jian Yu Feng Yun,6.57,ONA (40 eps),Nov 2021 - Apr 2022
6039,Jue Ji,6.57,Movie (1 eps),Sep 2016 - Sep 2016
6040,Kanojo mo Kanojo,6.57,TV (12 eps),Jul 2021 - Sep 2021
6041,Killing Bites,6.57,TV (12 eps),Jan 2018 - Mar 2018
6042,Kitty's Paradise,6.57,TV (16 eps),Apr 1994 - Sep 1994
6043,Kobo-chan,6.57,TV (63 eps),Oct 1992 - Mar 1994
6044,Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,6.57,OVA (1 eps),2006 - 2006
6045,Ladies versus Butlers!,6.57,TV (12 eps),Jan 2010 - Mar 2010
6046,.hack//Tasogare no Udewa Densetsu,6.56,TV (12 eps),Jan 2003 - Mar 2003
6047,7 Seeds,6.56,ONA (12 eps),Jun 2019 - Jun 2019
6048,Africa no Salaryman (TV),6.56,TV (12 eps),Oct 2019 - Dec 2019
6049,Ai Monogatari: 9 Love Stories,6.56,OVA (1 eps),Apr 1993 - Apr 1993
6050,Akihabara Dennou-gumi,6.56,TV (26 eps),Apr 1998 - Sep 1998
6051,Aoki Hagane no Arpeggio: Ars Nova - Kirikumas,6.56,Special (13 eps),Apr 2014 - Jun 2014
6052,Appleseed,6.56,OVA (1 eps),Apr 1988 - Apr 1988
6053,Aru Hi Inu no Kuni kara Tegami ga Kite,6.56,OVA (1 eps),Sep 2015 - Sep 2015
6054,Baby Baachan,6.56,TV (53 eps),Apr 2002 - Dec 2002
6055,Bai Niao Gu,6.56,Movie (1 eps),Jun 2017 - Jun 2017
6056,Baka ja Nai no ni,6.56,Music (1 eps),Jul 2021 - Jul 2021
6057,Berserk 2nd Season,6.56,TV (12 eps),Apr 2017 - Jun 2017
6058,Bleach KaraBuri!: Gotei Juusan Yatai Daisakusen!,6.56,OVA (1 eps),Sep 2008 - Sep 2008
6059,Bubblegum Crash,6.56,OVA (3 eps),May 1991 - Dec 1991
6060,Busou Shinki Moon Angel,6.56,ONA (10 eps),Sep 2011 - Jan 2012
6061,Candy Candy: Haru no Yobigoe,6.56,Movie (1 eps),Mar 1978 - Mar 1978
6062,Cardfight!! Vanguard: overDress Season 2,6.56,TV (13 eps),Oct 2021 - Dec 2021
6063,D.C.S.S: Da Capo Second Season Omake,6.56,Special (2 eps),Oct 2005 - Apr 2006
6064,Da Zhu Zai,6.56,ONA (12 eps),Aug 2019 - Oct 2019
6065,Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!,6.56,Special (1 eps),Aug 2007 - Aug 2007
6066,Fatal Fury: The Motion Picture,6.56,Movie (1 eps),Jul 1994 - Jul 1994
6067,Glass no Kantai: La Legende du Vent de l'Univers,6.56,TV (24 eps),Apr 2006 - Sep 2006
6068,Godzilla 2: Kessen Kidou Zoushoku Toshi,6.56,Movie (1 eps),May 2018 - May 2018
6069,Hamelin no Violin Hiki,6.56,TV (25 eps),Oct 1996 - Mar 1997
6070,Hoshizora no Violin,6.56,Movie (1 eps),1994 - 1994
6071,Huyao Xiao Hongniang: Liang Shenghua,6.56,ONA (12 eps),Mar 2021 - Jun 2021
6072,Ikkitousen: Great Guardians Specials,6.56,Special (6 eps),Sep 2008 - Feb 2009
6073,Juushin Liger,6.56,TV (43 eps),Mar 1989 - Jan 1990
6074,Kamen Rider Den-O: Imagin Anime,6.56,OVA (10 eps),Apr 2008 - Apr 2008
6075,Kemeko Deluxe!,6.56,TV (12 eps),Oct 2008 - Dec 2008
6076,Kiss Dum: Engage Planet,6.56,TV (26 eps),Apr 2007 - Sep 2007
6077,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Seton Tankentai! Sumidagawa no Chikai - Omoide no Shiroi Kujira wo Sagase!,6.56,Special (2 eps),Aug 2007 - Aug 2007
6078,Kuragehime: Eiyuu Retsuden☆,6.56,Special (4 eps),Jan 2011 - Apr 2011
6079,Kuromajo-san ga Tooru!!,6.56,TV (60 eps),Apr 2012 - Feb 2014
6080,Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,6.56,ONA (5 eps),Nov 2013 - Jul 2014
6081,Misaki no Mayoiga,6.56,Movie (1 eps),Aug 2021 - Aug 2021
6082,Mobile Suit Gundam NT,6.56,Movie (1 eps),Nov 2018 - Nov 2018
6083,Morita-san wa Mukuchi,6.56,OVA (1 eps),Mar 2011 - Mar 2011
6084,Nanaka 6/17 Special,6.56,Special (1 eps),Jun 2003 - Jun 2003
6085,Neo Ranga,6.56,TV (48 eps),Apr 1998 - Sep 1999
6086,Norn9: Norn+Nonet,6.56,TV (12 eps),Jan 2016 - Mar 2016
6087,Nowisee,6.56,Music (24 eps),Aug 2015 - Jul 2017
6088,Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches,6.56,TV (12 eps),Jul 2022 -
6089,Ring ni Kakero 1: Nichibei Kessen-hen,6.56,TV (12 eps),Apr 2006 - Jun 2006
6090,Ryuugajou Nanana no Maizoukin (TV): Nanana Nippon Mukashibanashi,6.56,Special (6 eps),Jun 2014 - Nov 2014
6091,Shining Star,6.56,TV (52 eps),Oct 2017 - Dec 2018
6092,Shining☆Romance,6.56,Music (1 eps),Nov 2017 - Nov 2017
6093,Sinbi Apateu: Ghost Ball Bimil,6.56,TV (24 eps),Jul 2016 - Jan 2017
6094,Sora no Manimani Specials,6.56,Special (3 eps),Sep 2009 - Dec 2009
6095,Soreyuke! Uchuu Senkan Yamamoto Youko (1999),6.56,TV (26 eps),Apr 1999 - Sep 1999
6096,Spider Riders: Oracle no Yuusha-tachi,6.56,TV (26 eps),Apr 2006 - Sep 2006
6097,Sword Art Online II: Sword Art Offline II,6.56,Special (9 eps),Oct 2014 - Jun 2015
6098,Tate no Yuusha no Nariagari Season 2,6.56,TV (13 eps),Apr 2022 - Jun 2022
6099,The iDOLM@STER Million Live! 4th Anniversary PV,6.56,ONA (1 eps),Mar 2017 - Mar 2017
6100,Tistou Midori no Oyayubi,6.56,Movie (1 eps),Mar 1990 - Mar 1990
6101,Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,6.56,Movie (1 eps),Dec 2003 - Dec 2003
6102,Toutotsu ni Egypt Shin,6.56,ONA (10 eps),Dec 2020 - Feb 2021
6103,Wish,6.56,Music (1 eps),Dec 1997 - Dec 1997
6104,Wonder Beat Scramble,6.56,TV (26 eps),Apr 1986 - Nov 1986
6105,Wooser no Sono Higurashi: Mugen-hen,6.56,TV (13 eps),Jul 2015 - Sep 2015
6106,Magatsu Wahrheit: Zuerst,6.55,TV (12 eps),Oct 2020 - Dec 2020
6107,Maou-sama, Retry!,6.55,TV (12 eps),Jul 2019 - Sep 2019
6108,Naruto: Akaki Yotsuba no Clover wo Sagase,6.55,Special (1 eps),May 2003 - May 2003
6109,Nisoku Hokou,6.55,Music (1 eps),Apr 2010 - Apr 2010
6110,Palme no Ki,6.55,Movie (1 eps),Mar 2002 - Mar 2002
6111,Petit Clover Advance,6.55,Special (15 eps),Feb 2018 - Jun 2021
6112,Pokemon Fushigi no Dungeon: Toki no Tankentai, Yami no Tankentai,6.55,Special (1 eps),Sep 2007 - Sep 2007
6113,Pucca (TV) 2nd Season,6.55,TV (13 eps),Mar 2008 - Jul 2008
6114,Puchimas!!: Petit Petit iDOLM@STER - Fuyu→Kotatsu←Haru,6.55,OVA (1 eps),Mar 2014 - Mar 2014
6115,Queen's Blade: Gyokuza wo Tsugu Mono,6.55,TV (12 eps),Sep 2009 - Dec 2009
6116,Romeo to Cinderella wo Utattemita,6.55,Music (1 eps),Aug 2019 - Aug 2019
6117,Saijaku Muhai no Bahamut,6.55,TV (12 eps),Jan 2016 - Mar 2016
6118,Saki Biyori Animation,6.55,OVA (1 eps),Jul 2015 - Jul 2015
6119,Shadow Skill,6.55,OVA (1 eps),Oct 1995 - Oct 1995
6120,Shanshui Qing,6.55,Movie (1 eps),1988 - 1988
6121,Sorairo Utility,6.55,Special (1 eps),Dec 2021 - Dec 2021
6122,Sore Ike! Anpanman: Roll to Laura Ukigumojou no Himitsu,6.55,Movie (1 eps),Jul 2002 - Jul 2002
6123,Soushin Shoujo Matoi: Kabushiki Gaisha Knight Busters,6.55,Special (1 eps),Apr 2017 - Apr 2017
6124,Spirit of Wonder: Shounen Kagaku Club,6.55,OVA (2 eps),Jan 2001 - Jul 2001
6125,Suiyoubi no Yakusoku,6.55,Music (1 eps),Aug 2020 - Aug 2020
6126,Sword Art Online: Extra Edition,6.55,Special (1 eps),Dec 2013 - Dec 2013
6127,Tales of Gekijou,6.55,Special (5 eps),Jan 2012 - Feb 2012
6128,Tanken Driland,6.55,TV (37 eps),Jul 2012 - Mar 2013
6129,Teekyuu 6,6.55,TV (12 eps),Oct 2015 - Dec 2015
6130,Tenchi Muyou! Ryououki 4th Season,6.55,OVA (4 eps),Nov 2016 - Sep 2017
6131,Tenchi Muyou! Ryououki 5th Season,6.55,OVA (6 eps),Feb 2020 - May 2021
6132,Toki wa Meguru: Tokyo Station,6.55,ONA (1 eps),Jun 2014 - Jun 2014
6133,Tokyo ESP,6.55,TV (12 eps),Jul 2014 - Sep 2014
6134,Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi,6.55,OVA (1 eps),Nov 2002 - Nov 2002
6135,Transformers: Car Robots,6.55,TV (39 eps),Apr 2000 - Dec 2000
6136,Uchuu Kyoudai: Itten no Hikari,6.55,Movie (1 eps),Jul 2012 - Jul 2012
6137,Umi ga Kikoeru,6.55,Special (1 eps),May 1993 - May 1993
6138,Wangpai Yushi,6.55,ONA (39 eps),Jun 2014 - Jan 2016
6139,Weiß Kreuz Glühen,6.55,TV (13 eps),Nov 2002 - Mar 2003
6140,Yao Jing Zhong Zhi Shou Ce,6.55,ONA (14 eps),Jan 2020 - Apr 2020
6141,Yoroiden Samurai Troopers Gaiden,6.55,OVA (2 eps),Apr 1989 - Jun 1989
6142,Youkai Watch Movie 5: Forever Friends,6.55,Movie (1 eps),Dec 2018 - Dec 2018
6143,Yuu☆Yuu☆Hakusho Picture Drama,6.55,Special (1 eps),Oct 2009 - Oct 2009
6144,Yuu☆Yuu☆Hakusho: Mu Mu Hakusho - Nightmare Hakusho,6.55,OVA (4 eps),1993 - 1996
6145,A.I.C.O.: Incarnation,6.55,ONA (12 eps),Mar 2018 - Mar 2018
6146,Arslan Senki (TV): Tsuioku no Shou - Dakkan no Yaiba,6.55,Special (1 eps),Jul 2015 - Jul 2015
6147,Busou Shinki: Install x Dream,6.55,OVA (1 eps),Jun 2013 - Jun 2013
6148,Chameleon (OVA),6.55,OVA (6 eps),Aug 1992 - Mar 1996
6149,Darwin's Game: Log Line,6.55,Special (1 eps),Feb 2020 - Feb 2020
6150,Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,6.55,Movie (1 eps),Dec 2006 - Dec 2006
6151,Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,6.55,Movie (1 eps),Mar 1991 - Mar 1991
6152,Fei Ren Zai 1st Season Part 4,6.55,ONA (12 eps),Feb 2021 - Apr 2021
6153,Fight Ippatsu! Juuden-chan!! Specials,6.55,Special (6 eps),Dec 2009 - May 2010
6154,Fragtime,6.55,Movie (1 eps),Nov 2019 - Nov 2019
6155,Gambo,6.55,Movie (1 eps),Jul 2013 - Jul 2013
6156,Ganbare Douki-chan,6.55,ONA (12 eps),Sep 2021 - Dec 2021
6157,Getter Robo G,6.55,TV (39 eps),May 1975 - Mar 1976
6158,Girls & Panzer Movie: Cinematic Concert - Fushou Akiyama Yukari no Sensha Kouza - Shoujun-hen,6.55,Special (1 eps),Dec 2017 - Dec 2017
6159,Gon Movie: Gon, the Little Fox,6.55,Movie (1 eps),Feb 2020 - Feb 2020
6160,Grancrest Senki: Tsuisou,6.55,Special (1 eps),Mar 2018 - Mar 2018
6161,Gyakuten Saiban 6 Prologue,6.55,ONA (1 eps),Mar 2016 - Mar 2016
6162,Honto ni Atta! Reibai Sensei,6.55,TV (22 eps),Apr 2011 - Sep 2011
6163,Huan Jie Wang,6.55,ONA (20 eps),May 2018 - Oct 2018
6164,Hurricane Polymar,6.55,TV (26 eps),Oct 1974 - Mar 1975
6165,Ikkitousen: Extravaganza Epoch,6.55,OVA (2 eps),Dec 2014 - Dec 2014
6166,Inu to Hasami wa Tsukaiyou,6.55,TV (12 eps),Jul 2013 - Sep 2013
6167,Jun You Yun,6.55,ONA (24 eps),Apr 2022 -
6168,Kami nomi zo Shiru Sekai: Nonstop!! Hunters,6.55,Music (1 eps),Sep 2011 - Sep 2011
6169,Kanokon: Manatsu no Dai Shanikusai,6.55,OVA (2 eps),Oct 2009 - Oct 2009
6170,Karakuri Kiden: Hiwou Senki,6.55,TV (26 eps),Oct 2000 - May 2001
6171,Kishin Houkou Demonbane (TV),6.55,TV (12 eps),May 2006 - Aug 2006
6172,Lemon Angel Project,6.55,TV (13 eps),Jan 2006 - Mar 2006
6173,Luo Xiao Hei Zhan Ji: Fan Wai,6.55,ONA (5 eps),Jul 2011 - Nov 2020
6174,Action Heroine Cheer Fruits,6.54,TV (12 eps),Jul 2017 - Sep 2017
6175,Akuma no Kimuraa-hen,6.54,Special (? eps),Apr 2018 -
6176,Bokusatsu Tenshi Dokuro-chan,6.54,OVA (4 eps),Mar 2005 - Sep 2005
6177,Brothers Conflict OVA,6.54,OVA (2 eps),Dec 2014 - Feb 2015
6178,Burn Up Excess,6.54,TV (13 eps),Dec 1997 - Jul 1998
6179,ChäoS;Child: Silent Sky,6.54,Movie (1 eps),Jun 2017 - Jun 2017
6180,Chuunibyou demo Koi ga Shitai! Movie: Take On Me - Weekly Short Movie "Kotatsu DE Photo Session",6.54,Movie (3 eps),Jan 2018 - Jan 2018
6181,Cosmo Warrior Zero,6.54,TV (13 eps),Jul 2001 - Sep 2001
6182,Dance in the Vampire Bund: Special Edition,6.54,Special (1 eps),Feb 2010 - Feb 2010
6183,Densetsu no Yuusha no Densetsu: Iris Report,6.54,Special (1 eps),Oct 2010 - Oct 2010
6184,Ginga Tetsudou 999: Glass no Clair,6.54,Movie (1 eps),Mar 1980 - Mar 1980
6185,Granblue Fantasy The Animation Season 2 Extras,6.54,Special (2 eps),Mar 2020 - Aug 2020
6186,Gun Frontier,6.54,TV (13 eps),Mar 2002 - Jun 2002
6187,Gundam Build Divers: Battlogue,6.54,ONA (1 eps),Nov 2020 - Nov 2020
6188,Hagure Yuusha no Aesthetica: Hajirai Ippai,6.54,Special (6 eps),Sep 2012 - Feb 2013
6189,Higurashi no Naku Koro ni Kira,6.54,OVA (4 eps),Jul 2011 - Jan 2012
6190,ID-0,6.54,TV (12 eps),Apr 2017 - Jun 2017
6191,IGPX: Immortal Grand Prix,6.54,TV (5 eps),Sep 2003 - Sep 2003
6192,Imouto sae Ireba Ii. (ONA) Specials,6.54,Special (2 eps),Jan 2018 - Mar 2018
6193,Inugami-san to Nekoyama-san,6.54,TV (12 eps),Apr 2014 - Jun 2014
6194,Itsuka Tenma no Kuro Usagi,6.54,TV (12 eps),Jul 2011 - Sep 2011
6195,Juuni Taisen,6.54,TV (12 eps),Oct 2017 - Dec 2017
6196,K-On!!: Ura-On!!,6.54,Special (9 eps),Jul 2010 - Mar 2011
6197,Katasumi no Uroko,6.54,Movie (1 eps),2015 - 2015
6198,Kimagure Orange☆Road: Shounen Jump Special,6.54,OVA (1 eps),Nov 1985 - Nov 1985
6199,Kizuna Ichigeki,6.54,Movie (1 eps),Mar 2011 - Mar 2011
6200,Konpeki no Kantai,6.54,OVA (32 eps),Dec 1993 - Aug 2003
6201,Kuma Miko Specials,6.54,Special (2 eps),Jun 2016 - Aug 2016
6202,Kurogane no Linebarrels Specials,6.54,Special (2 eps),Aug 2009 - Nov 2009
6203,Lostorage Conflated WIXOSS: Missing Link,6.54,OVA (1 eps),Dec 2017 - Dec 2017
6204,Magic-kyun! First Live: Hoshinomori Summer Festa 2017 Encore Animation,6.54,Special (1 eps),Sep 2017 - Sep 2017
6205,Mama wa Poyopoyo Saurus ga Osuki,6.54,TV (52 eps),Sep 1995 - Aug 1996
6206,Masamune-kun no Revenge OVA,6.54,OVA (1 eps),Jul 2018 - Jul 2018
6207,Masou Gakuen HxH Specials,6.54,Special (6 eps),Sep 2016 - Dec 2016
6208,Massugu ni Ikou. 2nd Season,6.54,TV (5 eps),Mar 2004 - Apr 2004
6209,Mera Mera,6.54,Music (1 eps),May 2022 - May 2022
6210,Minami Kamakura Koukou Joshi Jitenshabu: Kita yo, Taiwan!,6.54,Special (1 eps),May 2017 - May 2017
6211,Monkey Turn,6.54,TV (25 eps),Jan 2004 - Jun 2004
6212,Narue no Sekai,6.54,TV (12 eps),Apr 2003 - Jun 2003
6213,Ninja Hattori-kun (2012),6.54,TV (52 eps),May 2012 - Feb 2015
6214,Ooyasan wa Shishunki!,6.54,TV (12 eps),Jan 2016 - Mar 2016
6215,Orient,6.54,TV (12 eps),Jan 2022 - Mar 2022
6216,Parasite Dolls,6.54,OVA (3 eps),May 2003 - Jul 2003
6217,Patalliro Saiyuuki!,6.54,TV (26 eps),Jun 2005 - Nov 2005
6218,Pokemon Diamond & Pearl Atsumare! Pokemon Planet Center,6.54,Movie (1 eps),Jul 2006 - Jul 2006
6219,Pokemon Movie 18: Ring no Choumajin Hoopa,6.54,Movie (1 eps),Jul 2015 - Jul 2015
6220,Puni Puni☆Poemii,6.54,OVA (2 eps),Mar 2001 - Dec 2001
6221,Queen's Blade: Utsukushiki Toushi-tachi,6.54,OVA (6 eps),Aug 2010 - Mar 2011
6222,Sakura Taisen: Ouka Kenran,6.54,OVA (4 eps),Dec 1997 - Jul 1998
6223,Shin Koihime†Musou: Live Revolution,6.54,OVA (1 eps),Mar 2010 - Mar 2010
6224,Shinryaku! Ika Musume: Ika Ice Tabena-ika?,6.54,Music (1 eps),Jul 2011 - Jul 2011
6225,Sky Girls Specials,6.54,Special (9 eps),Nov 2007 - Jun 2008
6226,Sore Ike! Anpanman,6.54,TV (? eps),Oct 1988 -
6227,Survival of the Illest,6.54,Music (1 eps),Jul 2020 - Jul 2020
6228,Takarajima Memorial: Yuunagi to Yobareta Otoko,6.54,OVA (1 eps),1992 - 1992
6229,The King of Fighters: Destiny,6.54,ONA (24 eps),Aug 2017 - Jan 2018
6230,Tokkou,6.54,TV (13 eps),Apr 2006 - Jul 2006
6231,Uchuu Kazoku Carlvinson,6.54,OVA (1 eps),Dec 1988 - Dec 1988
